System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
01:07:12:386,1.28026E+14,0.111,3,2200,4.36,0.484,0.134,3.457,0.384,0.107,44,0,0.448,0.05,0.014,0.058,0.006,0.002,35,0,0.23,,0.384
01:07:12:495,1.28027E+14,0.219,1,2000,3.279,0.84,0.233,2.337,0.637,0.177,42,0,0.42,0.095,0.026,0.055,0.012,0.003,35,0,0.368,,0.253
01:07:12:604,1.28027E+14,0.329,5,2200,7.128,1.62,0.45,6.201,1.316,0.366,51,0,0.585,0.159,0.044,0.049,0.018,0.005,35,0,0.129,,0.679
01:07:12:714,1.28027E+14,0.438,3,2100,5.245,2.193,0.609,4.215,1.777,0.494,43,0,0.439,0.207,0.058,0.085,0.027,0.008,35,0,0.514,,0.461
01:07:12:823,1.28027E+14,0.548,3,2400,5.073,2.751,0.764,4.094,2.227,0.619,43,0,0.492,0.262,0.073,0.058,0.033,0.009,35,0,0.42,,0.45
01:07:12:933,1.28028E+14,0.657,1,2400,4.507,3.242,0.9,3.36,2.593,0.72,43,0,0.452,0.311,0.086,0.108,0.045,0.013,35,0,0.414,,0.366
01:07:13:042,1.28028E+14,0.767,3,2200,5.167,3.807,1.058,4.18,3.05,0.847,43,0,0.474,0.363,0.101,0.104,0.057,0.016,35,0,0.473,,0.457
01:07:13:151,1.28028E+14,0.876,2,2400,5.431,4.401,1.222,4.38,3.529,0.98,43,0,0.445,0.411,0.114,0.106,0.068,0.019,35,0,0.815,,0.479
01:07:13:261,1.28028E+14,0.985,3,4000,4.528,4.897,1.36,3.635,3.927,1.091,43,0,0.457,0.461,0.128,0.075,0.076,0.021,35,0,0.438,,0.398
01:07:13:370,1.28029E+14,1.096,6,2100,3.025,5.232,1.453,2.211,4.172,1.159,43,0,0.46,0.512,0.142,0.09,0.086,0.024,35,0,0.818,,0.245
01:07:13:479,1.28029E+14,1.204,11,2100,13.178,6.649,1.847,11.832,5.445,1.512,46,0,0.701,0.588,0.163,0.178,0.105,0.029,35,0,1.942,,1.273
01:07:13:589,1.28029E+14,1.313,7,2100,13.013,8.069,2.241,11.76,6.727,1.869,47,0,0.5,0.642,0.178,0.074,0.113,0.032,35,0,0.931,,1.282
01:07:13:698,1.28029E+14,1.422,9,2000,13.609,9.557,2.655,12.324,8.075,2.243,48,0,0.502,0.697,0.194,0.042,0.118,0.033,35,0,0.2,,1.348
01:07:13:807,1.2803E+14,1.532,1,1600,3.053,9.891,2.747,2.298,8.327,2.313,43,0,0.364,0.737,0.205,0.033,0.122,0.034,35,0,0.242,,0.252
01:07:13:917,1.2803E+14,1.641,4,2400,4.205,10.351,2.875,3.522,8.712,2.42,43,0,0.466,0.788,0.219,0.033,0.125,0.035,35,0,0.119,,0.385
01:07:14:026,1.2803E+14,1.75,0,1200,1.049,10.466,2.907,0.58,8.775,2.438,42,0,0.329,0.824,0.229,0.02,0.128,0.035,35,0,0.325,,0.063
01:07:14:136,1.2803E+14,1.86,10,2700,5.108,11.026,3.063,4.278,9.244,2.568,43,0,0.495,0.878,0.244,0.064,0.135,0.037,35,0,0.333,,0.469
01:07:14:245,1.28031E+14,1.969,0,1600,1.559,11.196,3.11,0.915,9.344,2.596,42,0,0.352,0.917,0.255,0.064,0.141,0.039,35,0,0.49,,0.1
01:07:14:354,1.28031E+14,2.079,2,3400,2.823,11.506,3.196,2.17,9.582,2.662,42,0,0.379,0.958,0.266,0.019,0.144,0.04,35,0,0.036,,0.238
01:07:14:463,1.28031E+14,2.188,4,2100,5.818,12.138,3.372,4.9,10.115,2.81,46,0,0.422,1.004,0.279,0.053,0.149,0.041,35,0,0.347,,0.533
01:07:14:573,1.28031E+14,2.298,8,2300,13.806,13.656,3.793,12.624,11.503,3.195,47,0,0.476,1.056,0.293,0.018,0.151,0.042,35,0,0.092,,1.388
01:07:14:682,1.28031E+14,2.406,4,1800,7.853,14.511,4.031,7.017,12.267,3.407,43,0,0.364,1.096,0.304,0.017,0.153,0.043,35,0,0.783,,0.764
01:07:14:792,1.28032E+14,2.516,3,3400,2.194,14.752,4.098,1.704,12.454,3.459,44,0,0.364,1.136,0.316,0.017,0.155,0.043,35,0,0.04,,0.187
01:07:14:901,1.28032E+14,2.625,0,1800,2.365,15.01,4.169,1.63,12.632,3.509,42,0,0.374,1.177,0.327,0.047,0.16,0.044,35,0,0.409,,0.178
01:07:15:010,1.28032E+14,2.735,2,3100,2.115,15.242,4.234,1.467,12.792,3.553,43,0,0.374,1.218,0.338,0.035,0.164,0.046,35,0,0.072,,0.16
01:07:15:120,1.28032E+14,2.844,3,2400,3.741,15.65,4.347,2.767,13.095,3.637,42,0,0.432,1.265,0.351,0.079,0.173,0.048,35,0,0.638,,0.303
01:07:15:229,1.28033E+14,2.954,2,2400,3.015,15.981,4.439,2.279,13.345,3.707,43,0,0.394,1.308,0.363,0.05,0.178,0.049,35,0,0.193,,0.25
01:07:15:338,1.28033E+14,3.063,0,1200,1.272,16.12,4.478,0.7,13.421,3.728,42,0,0.342,1.345,0.374,0.032,0.182,0.05,35,0,1.491,,0.076
01:07:15:448,1.28033E+14,3.172,8,2100,6.105,16.786,4.663,5.323,14.002,3.889,43,0,0.498,1.4,0.389,0.019,0.184,0.051,35,700,0.132,,0.581
01:07:15:557,1.28033E+14,3.281,4,1800,7.844,17.645,4.901,7.029,14.772,4.103,43,0,0.367,1.44,0.4,0.023,0.186,0.052,35,0,0.467,,0.77
01:07:15:667,1.28034E+14,3.391,4,3000,4.034,18.088,5.024,3.374,15.142,4.206,47,0,0.445,1.489,0.414,0.03,0.189,0.053,35,0,0.075,,0.37
