System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
00:34:15:470,1.23661E+14,0.11,0,1600,1.938,0.214,0.059,1.228,0.135,0.038,42,0,0.345,0.038,0.011,0.03,0.003,0.001,35,0,0.224,,0.135
00:34:15:579,1.23662E+14,0.22,3,2100,4.291,0.684,0.19,3.372,0.505,0.14,42,0,0.465,0.089,0.025,0.067,0.011,0.003,35,0,0.405,,0.37
00:34:15:689,1.23662E+14,0.329,5,2300,3.051,1.018,0.283,2.187,0.744,0.207,41,0,0.412,0.134,0.037,0.052,0.016,0.005,35,0,0.424,,0.239
00:34:15:798,1.23662E+14,0.438,2,2100,4.277,1.484,0.412,3.497,1.125,0.313,42,0,0.437,0.182,0.05,0.063,0.023,0.006,35,0,0.494,,0.381
00:34:15:907,1.23662E+14,0.548,2,3700,2.888,1.801,0.5,2.04,1.349,0.375,44,0,0.435,0.229,0.064,0.058,0.03,0.008,35,0,0.199,,0.224
00:34:16:016,1.23663E+14,0.657,1,2000,3.096,2.138,0.594,2.299,1.6,0.444,42,0,0.409,0.274,0.076,0.081,0.039,0.011,35,0,0.45,,0.251
00:34:16:126,1.23663E+14,0.767,2,2600,4.077,2.586,0.718,3.197,1.951,0.542,44,0,0.429,0.321,0.089,0.075,0.047,0.013,35,0,0.267,,0.351
00:34:16:235,1.23663E+14,0.876,1,2300,3.827,3.003,0.834,2.887,2.265,0.629,42,0,0.413,0.366,0.102,0.073,0.055,0.015,35,0,0.184,,0.314
00:34:16:344,1.23663E+14,0.985,6,2200,6.438,3.706,1.029,5.502,2.866,0.796,49,0,0.57,0.428,0.119,0.056,0.061,0.017,35,0,0.24,,0.601
00:34:16:454,1.23664E+14,1.094,10,2100,13.717,5.205,1.446,12.301,4.21,1.17,47,0,0.662,0.501,0.139,0.082,0.07,0.019,35,0,0.7,,1.344
00:34:16:563,1.23664E+14,1.204,10,2300,13.087,6.64,1.844,11.902,5.515,1.532,47,0,0.558,0.562,0.156,0.052,0.075,0.021,35,0,0.493,,1.305
00:34:16:673,1.23664E+14,1.313,5,3100,9.13,7.64,2.122,7.918,6.382,1.773,43,0,0.546,0.622,0.173,0.1,0.086,0.024,35,0,1.046,,0.867
00:34:16:782,1.23664E+14,1.424,3,2600,4.331,8.118,2.255,3.497,6.768,1.88,44,0,0.481,0.675,0.187,0.09,0.096,0.027,35,0,0.588,,0.386
00:34:16:891,1.23665E+14,1.532,2,3000,4.543,8.609,2.391,3.764,7.175,1.993,42,0,0.48,0.727,0.202,0.1,0.107,0.03,35,0,1.069,,0.407
00:34:17:000,1.23665E+14,1.641,4,2400,6.021,9.267,2.574,4.915,7.713,2.143,46,0,0.507,0.782,0.217,0.095,0.117,0.033,35,700,0.48,,0.538
00:34:17:110,1.23665E+14,1.751,1,2200,3.939,9.698,2.694,3.035,8.045,2.235,42,0,0.461,0.832,0.231,0.106,0.129,0.036,35,0,0.775,,0.332
00:34:17:219,1.23665E+14,1.86,5,2200,6.313,10.387,2.885,5.164,8.608,2.391,44,0,0.487,0.885,0.246,0.097,0.14,0.039,35,0,0.387,,0.563
00:34:17:328,1.23665E+14,1.969,3,2100,5.08,10.942,3.039,4.082,9.054,2.515,46,0,0.47,0.937,0.26,0.088,0.149,0.041,35,0,0.805,,0.446
00:34:17:438,1.23666E+14,2.078,15,2200,12.967,12.361,3.434,11.735,10.338,2.872,46,0,0.672,1.01,0.281,0.087,0.159,0.044,35,0,1.349,,1.284
00:34:17:547,1.23666E+14,2.188,11,2100,14.007,13.892,3.859,12.748,11.732,3.259,48,0,0.64,1.08,0.3,0.069,0.166,0.046,35,0,1.509,,1.394
00:34:17:657,1.23666E+14,2.301,14,3900,9.38,14.956,4.155,8.359,12.68,3.522,47,0,0.499,1.137,0.316,0.047,0.172,0.048,35,0,0.576,,0.948
00:34:17:766,1.23666E+14,2.407,1,2700,3.449,15.321,4.256,2.407,12.935,3.593,43,0,0.4,1.179,0.328,0.076,0.18,0.05,35,0,0.406,,0.255
00:34:17:876,1.23667E+14,2.517,3,2900,4.138,15.775,4.382,3.331,13.3,3.694,44,0,0.463,1.23,0.342,0.027,0.183,0.051,35,0,0.301,,0.365
00:34:17:985,1.23667E+14,2.625,3,2100,5.323,16.353,4.542,4.227,13.759,3.822,43,0,0.502,1.284,0.357,0.058,0.189,0.052,35,0,0.471,,0.459
00:34:18:094,1.23667E+14,2.735,3,2500,2.987,16.681,4.634,2.327,14.015,3.893,42,0,0.407,1.329,0.369,0.023,0.191,0.053,35,0,0.016,,0.256
00:34:18:204,1.23667E+14,2.844,1,2700,4.601,17.184,4.773,3.676,14.417,4.005,42,0,0.425,1.376,0.382,0.042,0.196,0.054,35,0,0.307,,0.402
00:34:18:329,1.23668E+14,2.969,2,2200,3.508,17.622,4.895,2.75,14.76,4.1,41,0,0.394,1.425,0.396,0.043,0.201,0.056,35,0,0.072,,0.343
00:34:18:453,1.23668E+14,3.094,1,2000,2.561,17.941,4.984,1.889,14.995,4.165,41,0,0.382,1.472,0.409,0.025,0.204,0.057,35,0,0.049,,0.235
00:34:18:547,1.23668E+14,3.189,3,2700,3.725,18.294,5.082,3.063,15.285,4.246,41,0,0.434,1.513,0.42,0.063,0.21,0.058,35,0,0.387,,0.29
00:34:18:672,1.23668E+14,3.313,5,3000,3.666,18.749,5.208,2.729,15.624,4.34,41,0,0.397,1.563,0.434,0.054,0.217,0.06,35,0,0.369,,0.339
00:34:18:797,1.23669E+14,3.438,1,1400,2.967,19.119,5.311,2.3,15.911,4.42,42,0,0.39,1.611,0.448,0.048,0.223,0.062,35,0,0.533,,0.287
00:34:18:907,1.23669E+14,3.548,2,4100,2.277,19.37,5.381,1.781,16.107,4.474,45,0,0.358,1.651,0.459,0.016,0.225,0.062,35,0,0.012,,0.196
00:34:19:031,1.23669E+14,3.672,1,2300,1.466,19.552,5.431,0.884,16.217,4.505,41,0,0.337,1.693,0.47,0.031,0.229,0.064,35,0,0.615,,0.11
00:34:19:141,1.23669E+14,3.782,12,3000,14.288,21.118,5.866,13.083,17.651,4.903,48,0,0.615,1.76,0.489,0.017,0.231,0.064,35,0,0.061,,1.434
00:34:19:250,1.2367E+14,3.891,8,2100,13.703,22.61,6.281,12.489,19.011,5.281,45,0,0.521,1.817,0.505,0.025,0.233,0.065,35,0,0.141,,1.36
00:34:19:360,1.2367E+14,4.001,10,2400,10.394,23.756,6.599,9.131,20.018,5.56,44,0,0.68,1.892,0.526,0.151,0.25,0.069,35,0,2.391,,1.007
00:34:19:469,1.2367E+14,4.11,1,3900,3.59,24.147,6.708,2.765,20.319,5.644,42,0,0.476,1.944,0.54,0.114,0.263,0.073,35,0,0.894,,0.301
00:34:19:578,1.2367E+14,4.219,4,2200,5.432,24.741,6.872,4.466,20.807,5.78,42,0,0.497,1.998,0.555,0.071,0.27,0.075,35,0,0.605,,0.488
00:34:19:688,1.23671E+14,4.328,5,2300,3.247,25.096,6.971,2.471,21.077,5.855,42,0,0.402,2.042,0.567,0.045,0.275,0.076,35,0,0.468,,0.27
00:34:19:797,1.23671E+14,4.438,3,4000,4.506,25.59,7.108,3.694,21.482,5.967,43,0,0.427,2.089,0.58,0.038,0.279,0.078,35,0,0.39,,0.405
00:34:19:906,1.23671E+14,4.547,1,1800,2.719,25.886,7.191,1.921,21.691,6.025,42,0,0.407,2.133,0.593,0.057,0.286,0.079,35,0,0.209,,0.209
00:34:20:016,1.23671E+14,4.656,3,3000,4.92,26.426,7.34,4.165,22.148,6.152,43,0,0.44,2.181,0.606,0.053,0.291,0.081,35,0,0.608,,0.457
00:34:20:125,1.23672E+14,4.765,7,2600,13.155,27.857,7.738,11.952,23.449,6.514,46,0,0.465,2.232,0.62,0.056,0.297,0.083,35,0,0.565,,1.301
00:34:20:234,1.23672E+14,4.875,8,2300,13.183,29.299,8.139,11.999,24.761,6.878,48,0,0.513,2.288,0.636,0.047,0.303,0.084,35,0,0.285,,1.312
00:34:20:343,1.23672E+14,4.984,7,2600,11.241,30.528,8.48,10.078,25.863,7.184,44,0,0.412,2.333,0.648,0.049,0.308,0.086,35,0,0.142,,1.102
00:34:20:453,1.23672E+14,5.093,8,2300,9.974,31.618,8.783,7.717,26.707,7.419,44,0,0.592,2.398,0.666,1.043,0.422,0.117,35,0,6.33,,0.844
00:34:20:562,1.23673E+14,5.203,2,2100,7.116,32.398,8.999,4.063,27.152,7.542,43,0,0.41,2.443,0.679,1.966,0.637,0.177,35,850,1.81,,0.445
00:34:20:672,1.23673E+14,5.312,7,2100,9.965,33.487,9.302,6.344,27.845,7.735,47,0,0.567,2.505,0.696,2.435,0.903,0.251,35,850,1.118,,0.693
00:34:20:781,1.23673E+14,5.421,1,1600,6.529,34.2,9.5,2.101,28.075,7.799,43,0,0.357,2.544,0.707,3.305,1.265,0.351,35,1050,0.366,,0.23
00:34:20:890,1.23673E+14,5.531,4,2700,7.65,35.038,9.733,3.448,28.452,7.903,43,0,0.477,2.596,0.721,3.013,1.594,0.443,35,800,0.352,,0.377
00:34:21:000,1.23674E+14,5.64,1,1700,6.529,35.751,9.931,2.093,28.681,7.967,43,0,0.34,2.633,0.731,3.325,1.958,0.544,35,1050,0.167,,0.229
00:34:21:109,1.23674E+14,5.75,9,2300,10.718,36.924,10.257,7.535,29.506,8.196,45,0,0.51,2.689,0.747,1.98,2.174,0.604,35,650,0.262,,0.825
00:34:21:218,1.23674E+14,5.859,7,2000,10.972,38.123,10.59,8.009,30.381,8.439,45,0,0.426,2.736,0.76,1.835,2.375,0.66,35,500,0.22,,0.875
00:34:21:328,1.23674E+14,5.968,3,2100,7.565,38.951,10.82,3.693,30.785,8.551,43,0,0.408,2.78,0.772,2.762,2.677,0.744,35,550,0.312,,0.404
00:34:21:437,1.23675E+14,6.078,1,1800,6.752,39.69,11.025,2.511,31.06,8.628,43,0,0.36,2.82,0.783,3.057,3.012,0.837,35,1050,0.224,,0.275
00:34:21:546,1.23675E+14,6.187,5,2300,7.707,40.533,11.259,3.845,31.48,8.744,43,0,0.469,2.871,0.797,2.712,3.308,0.919,35,650,2.742,,0.42
00:34:21:656,1.23675E+14,6.31,8,3300,7.9,41.507,11.53,3.888,31.96,8.878,46,0,0.44,2.925,0.813,2.806,3.654,1.015,35,850,1.354,,0.48
00:34:21:765,1.23675E+14,6.406,4,2000,7.962,42.268,11.741,4.162,32.357,8.988,43,0,0.471,2.97,0.825,2.688,3.911,1.086,35,1050,1.603,,0.397
00:34:21:874,1.23676E+14,6.515,2,2000,6.844,43.014,11.948,2.394,32.618,9.061,43,0,0.362,3.01,0.836,3.29,4.27,1.186,35,1050,0.208,,0.261
00:34:21:984,1.23676E+14,6.624,3,2400,7.88,43.876,12.188,3.971,33.053,9.181,42,0,0.404,3.054,0.848,2.721,4.567,1.269,35,800,0.22,,0.435
00:34:22:093,1.23676E+14,6.734,0,2300,6.976,44.639,12.4,2.825,33.362,9.267,43,0,0.326,3.09,0.858,3.048,4.901,1.361,35,800,0,,0.309
00:34:22:202,1.23676E+14,6.844,7,2200,9.655,45.701,12.695,5.958,34.017,9.449,44,0,0.57,3.152,0.876,2.442,5.169,1.436,35,700,0.379,,0.655
00:34:22:312,1.23676E+14,6.952,0,2100,7.058,46.468,12.908,2.808,34.322,9.534,43,0,0.363,3.192,0.887,3.097,5.506,1.529,35,550,0.172,,0.305
00:34:22:421,1.23677E+14,7.062,3,2200,7.694,47.312,13.142,3.768,34.735,9.649,43,0,0.434,3.239,0.9,2.822,5.815,1.615,35,700,0.41,,0.413
00:34:22:530,1.23677E+14,7.171,1,2000,7.184,48.095,13.36,2.912,35.053,9.737,43,0,0.392,3.282,0.912,3.128,6.156,1.71,35,1050,0.171,,0.318
