System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
00:29:11:244,1.2299E+14,0.1,3,2300,5.559,0.558,0.155,4.511,0.453,0.126,44,0,0.413,0.042,0.012,0.031,0.003,0.001,35,0,0.194,,0.453
00:29:11:354,1.2299E+14,0.21,3,2100,5.238,1.132,0.314,4.162,0.909,0.252,44,0,0.458,0.092,0.025,0.064,0.01,0.003,35,0,0.363,,0.456
00:29:11:463,1.2299E+14,0.319,1,2500,3.674,1.534,0.426,2.883,1.224,0.34,44,0,0.401,0.135,0.038,0.042,0.015,0.004,35,0,0.147,,0.315
00:29:11:572,1.2299E+14,0.429,4,2400,6.067,2.196,0.61,5.038,1.774,0.493,44,0,0.534,0.194,0.054,0.088,0.024,0.007,35,0,1.066,,0.55
00:29:11:682,1.22991E+14,0.538,5,2400,5.167,2.761,0.767,4.1,2.223,0.617,44,0,0.43,0.241,0.067,0.121,0.037,0.01,35,0,0.55,,0.449
00:29:11:791,1.22991E+14,0.647,2,2700,5.369,3.349,0.93,4.425,2.707,0.752,42,0,0.459,0.291,0.081,0.084,0.047,0.013,35,0,0.675,,0.484
00:29:11:900,1.22991E+14,0.756,4,2200,6.727,4.081,1.134,5.724,3.33,0.925,48,0,0.449,0.34,0.094,0.052,0.052,0.015,35,0,0.17,,0.623
00:29:12:009,1.22991E+14,0.866,10,2200,13.022,5.505,1.529,11.756,4.616,1.282,49,0,0.636,0.409,0.114,0.081,0.061,0.017,35,0,0.847,,1.286
00:29:12:119,1.22992E+14,0.975,9,2600,13.038,6.933,1.926,11.651,5.891,1.637,49,0,0.532,0.468,0.13,0.085,0.071,0.02,35,0,0.669,,1.275
00:29:12:228,1.22992E+14,1.085,9,3100,8.741,7.891,2.192,7.571,6.721,1.867,44,0,0.723,0.547,0.152,0.096,0.081,0.023,35,0,0.634,,0.83
