System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:58:16:939,1.75E+13,0.106,2,4000,6.637,0.703,0.195,5.662,0.6,0.167,43,0,0.455,0.048,0.013,0.06,0.006,0.002,65,0,0.165
15:58:17:049,1.75E+13,0.216,7,4000,4.306,1.175,0.326,3.476,0.981,0.272,44,0,0.376,0.089,0.025,0.03,0.01,0.003,65,0,0.13
15:58:17:155,1.75E+13,0.322,1,4000,4.646,1.671,0.464,3.736,1.379,0.383,44,0,0.42,0.134,0.037,0.058,0.016,0.004,65,0,0.828
15:58:17:265,1.75E+13,0.432,1,4100,4.215,2.133,0.593,3.604,1.775,0.493,46,0,0.364,0.174,0.048,0.007,0.017,0.005,65,0,0
15:58:17:376,1.75E+13,0.542,0,4000,2.495,2.409,0.669,1.757,1.969,0.547,43,0,0.37,0.215,0.06,0.034,0.02,0.006,65,0,0.582
15:58:17:486,1.75E+13,0.653,3,4100,7.808,3.274,0.91,7.058,2.751,0.764,47,0,0.506,0.271,0.075,0.036,0.024,0.007,65,0,0.066
15:58:17:597,1.75E+13,0.764,0,4000,2.025,3.498,0.972,1.391,2.905,0.807,43,0,0.346,0.309,0.086,0.018,0.026,0.007,65,0,0.262
15:58:17:706,1.75E+13,0.873,1,4100,4.751,4.018,1.116,3.98,3.341,0.928,43,0,0.39,0.352,0.098,0.03,0.03,0.008,65,0,0.068
15:58:17:811,1.75E+13,0.978,0,4000,3.014,4.333,1.204,2.373,3.589,0.997,44,0,0.346,0.388,0.108,0.008,0.03,0.008,65,0,0
15:58:17:921,1.75E+13,1.087,3,4000,11.189,5.56,1.545,10,4.685,1.301,45,0,0.515,0.445,0.124,0.038,0.035,0.01,65,0,0.065
15:58:18:042,1.75E+13,1.209,9,4000,9.077,6.66,1.85,8.04,5.66,1.572,51,0,0.446,0.499,0.139,0.018,0.037,0.01,65,0,0.451
15:58:18:143,1.75E+13,1.31,5,3900,12.847,7.966,2.213,11.41,6.819,1.894,45,0,0.629,0.563,0.156,0.073,0.044,0.012,65,0,0.332
15:58:18:251,1.75E+13,1.418,0,4000,4.8,8.481,2.356,3.996,7.248,2.013,44,0,0.387,0.604,0.168,0.007,0.045,0.012,65,0,0
15:58:18:362,1.75E+13,1.528,3,4000,8.09,9.379,2.605,7.061,8.032,2.231,45,0,0.463,0.656,0.182,0.077,0.053,0.015,65,0,0.205
15:58:18:470,1.75E+13,1.637,0,4000,3.154,9.721,2.7,2.453,8.298,2.305,45,0,0.367,0.695,0.193,0.009,0.054,0.015,65,0,0
15:58:18:578,1.75E+13,1.745,2,3900,6.91,10.468,2.908,6.021,8.949,2.486,43,0,0.431,0.742,0.206,0.073,0.062,0.017,65,0,0.185
15:58:18:688,1.75E+13,1.854,0,4100,2.384,10.729,2.98,1.755,9.141,2.539,44,0,0.346,0.78,0.217,0.007,0.063,0.018,65,0,0
15:58:18:796,1.75E+13,1.962,0,4000,4.228,11.185,3.107,3.484,9.516,2.643,44,0,0.374,0.82,0.228,0.033,0.067,0.018,65,0,0.079
15:58:18:910,1.75E+13,2.077,3,4000,6.729,11.956,3.321,6.083,10.214,2.837,53,0,0.441,0.871,0.242,0.007,0.067,0.019,65,0,0
15:58:19:019,1.75E+13,2.185,0,4000,2.526,12.23,3.397,1.78,10.407,2.891,43,0,0.348,0.908,0.252,0.035,0.071,0.02,65,0,0.089
15:58:19:128,1.75E+13,2.295,3,4100,6.824,12.977,3.605,5.95,11.058,3.072,43,0,0.48,0.961,0.267,0.065,0.078,0.022,65,0,0.236
15:58:19:238,1.75E+13,2.405,0,4000,3.92,13.408,3.725,3.125,11.402,3.167,43,0,0.402,1.005,0.279,0.055,0.085,0.023,65,0,0.286
15:58:19:343,1.75E+13,2.51,2,4000,6.632,14.106,3.918,5.493,11.98,3.328,44,0,0.472,1.055,0.293,0.06,0.091,0.025,65,0,0.171
15:58:19:456,1.75E+13,2.623,0,4000,3.636,14.515,4.032,2.709,12.285,3.412,43,0,0.416,1.102,0.306,0.041,0.095,0.027,65,0,0.253
15:58:19:562,1.75E+13,2.729,1,4000,5.916,15.143,4.206,4.953,12.81,3.558,43,0,0.447,1.149,0.319,0.064,0.102,0.028,65,0,0.237
15:58:19:673,1.75E+13,2.84,0,4000,3.523,15.535,4.315,2.664,13.106,3.641,43,0,0.401,1.194,0.332,0.043,0.107,0.03,65,0,0.255
15:58:19:783,1.75E+13,2.95,1,4000,5.377,16.125,4.479,4.602,13.611,3.781,43,0,0.422,1.24,0.344,0.025,0.11,0.031,65,0,0.138
15:58:19:889,1.75E+13,3.056,1,4000,4.206,16.571,4.603,3.391,13.972,3.881,43,0,0.402,1.283,0.356,0.047,0.115,0.032,65,0,0.117
15:58:20:004,1.75E+13,3.17,2,4000,5.723,17.228,4.785,4.87,14.53,4.036,44,0,0.433,1.332,0.37,0.042,0.12,0.033,65,0,0.198
15:58:20:108,1.75E+13,3.275,2,4100,5.544,17.806,4.946,4.701,15.021,4.172,44,0,0.408,1.375,0.382,0.05,0.125,0.035,65,0,0.314
15:58:20:218,1.75E+13,3.385,0,4000,4.241,18.272,5.075,3.406,15.394,4.276,44,0,0.386,1.417,0.394,0.036,0.129,0.036,65,0,0.261
15:58:20:328,1.75E+13,3.495,1,4000,4.528,18.77,5.214,3.909,15.825,4.396,51,0,0.404,1.462,0.406,0.008,0.13,0.036,65,0,0
15:58:20:439,1.75E+13,3.605,3,4000,8.078,19.664,5.462,7.059,16.606,4.613,44,0,0.558,1.524,0.423,0.063,0.137,0.038,65,0,0.169
15:58:20:548,1.75E+13,3.716,1,4000,5.404,20.26,5.628,4.683,17.122,4.756,44,0,0.414,1.569,0.436,0.016,0.138,0.038,65,1100,0.012
15:58:20:661,1.75E+13,3.828,0,4000,2.715,20.564,5.712,1.972,17.343,4.818,43,0,0.379,1.612,0.448,0.021,0.141,0.039,65,0,0.994
15:58:20:765,1.75E+13,3.932,2,4000,5.47,21.134,5.871,4.607,17.823,4.951,43,0,0.439,1.657,0.46,0.091,0.15,0.042,65,0,0.411
15:58:20:874,1.75E+13,4.041,0,4000,2.724,21.431,5.953,1.913,18.032,5.009,43,0,0.423,1.703,0.473,0.172,0.169,0.047,65,0,1.615
15:58:20:986,1.75E+13,4.153,6,3900,12.001,22.778,6.327,10.62,19.223,5.34,44,0,0.62,1.773,0.492,0.471,0.222,0.062,65,0,4.852
15:58:21:096,1.75E+13,4.263,3,3900,11.027,23.988,6.663,9.293,20.244,5.623,44,0,0.602,1.839,0.511,0.693,0.298,0.083,65,0,8.411
15:58:21:206,1.75E+13,4.372,4,4000,9.964,25.08,6.967,7.821,21.101,5.861,44,0,0.715,1.917,0.533,1.125,0.421,0.117,65,0,12.179
15:58:21:312,1.75E+13,4.478,2,3900,6.337,25.751,7.153,5.032,21.633,6.009,43,0,0.52,1.972,0.548,0.33,0.456,0.127,65,0,4.05
15:58:21:425,1.75E+13,4.592,4,4000,8.467,26.714,7.421,7.342,22.469,6.241,44,0,0.502,2.029,0.564,0.102,0.468,0.13,65,0,0.865
15:58:21:530,1.75E+13,4.696,1,4000,4.684,27.203,7.556,3.637,22.848,6.347,45,0,0.442,2.076,0.577,0.072,0.475,0.132,65,0,0.514
15:58:21:642,1.75E+13,4.809,1,4000,5.148,27.782,7.717,4.242,23.326,6.479,43,0,0.44,2.125,0.59,0.072,0.483,0.134,65,0,0.331
15:58:21:754,1.75E+13,4.921,3,4000,8.066,28.683,7.967,7.234,24.133,6.704,50,0,0.501,2.181,0.606,0.021,0.486,0.135,65,0,0.012
15:58:21:863,1.75E+13,5.03,1,4000,5.119,29.241,8.123,4.172,24.588,6.83,43,0,0.48,2.233,0.62,0.062,0.492,0.137,65,0,0.427
15:58:21:972,1.75E+13,5.139,2,4000,5.619,29.854,8.293,4.955,25.129,6.98,44,0,0.396,2.277,0.632,0.02,0.495,0.137,65,0,0.052
