System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:47:13:826, 15993268540127,    0.123,    6.000, 3900,  12.077,   1.491,   0.414,  11.258,   1.390,   0.386, 59,  0,   0.362,   0.045,   0.012,   0.034,   0.004,   0.001,  65.000,    0,   0.099
15:47:13:935, 15993511707186,    0.234,   17.000, 3900,  27.860,   4.559,   1.266,  26.809,   4.342,   1.206, 63,  0,   0.386,   0.087,   0.024,   0.022,   0.007,   0.002,  65.000,    0,   0.064
15:47:14:029, 15993742707781,    0.338,    9.000, 4000,  13.141,   5.934,   1.648,  11.868,   5.584,   1.551, 49,  0,   0.387,   0.128,   0.035,   0.051,   0.012,   0.003,  65.000, 1100,   0.127
15:47:14:154, 15993993687339,    0.452,    1.000, 4000,   5.265,   6.533,   1.815,   4.269,   6.069,   1.686, 41,  0,   0.445,   0.178,   0.050,   0.076,   0.021,   0.006,  65.000, 1050,   0.562
15:47:14:264, 15994235490720,    0.561,    1.000, 4000,   4.867,   7.066,   1.963,   3.889,   6.495,   1.804, 40,  0,   0.450,   0.228,   0.063,   0.163,   0.038,   0.011,  65.000,    0,   0.518
15:47:14:373, 15994475809917,    0.670,   12.000, 3900,  20.881,   9.338,   2.594,  19.747,   8.644,   2.401, 62,  0,   0.390,   0.270,   0.075,   0.061,   0.045,   0.012,  65.000,    0,   0.564
15:47:14:482, 15994718015955,    0.780,   13.000, 4000,  23.715,  11.940,   3.317,  22.651,  11.129,   3.091, 49,  0,   0.310,   0.304,   0.084,   0.011,   0.046,   0.013,  65.000,    0,   0.000
15:47:14:576, 15994925305012,    0.874,    7.000, 3900,  12.721,  13.134,   3.648,  11.628,  12.221,   3.395, 45,  0,   0.498,   0.351,   0.097,   0.063,   0.052,   0.014,  65.000,    0,   0.262
15:47:14:686, 15995167311173,    0.983,    8.000, 4000,  16.291,  14.920,   4.144,  15.159,  13.882,   3.856, 47,  0,   0.538,   0.410,   0.114,   0.134,   0.067,   0.019,  65.000,    0,   0.907
15:47:14:798, 15995414544843,    1.095,   27.000, 3900,  35.646,  18.911,   5.253,  33.982,  17.687,   4.913, 54,  0,   1.169,   0.541,   0.150,   0.341,   0.105,   0.029,  65.000,    0,   4.545
15:47:14:905, 15995650904457,    1.202,   40.000, 3800,  44.448,  23.669,   6.575,  43.315,  22.324,   6.201, 63,  0,   1.362,   0.686,   0.191,   0.007,   0.106,   0.029,  65.000,    0,   0.000
15:47:15:016, 15995894971575,    1.313,   27.000, 3700,  38.945,  27.974,   7.771,  36.955,  26.409,   7.336, 58,  0,   0.971,   0.794,   0.220,   0.314,   0.140,   0.039,  65.000,    0,   2.335
15:47:15:124, 15996135203247,    1.422,   32.000, 3900,  36.459,  31.941,   8.872,  35.040,  30.221,   8.395, 59,  0,   0.870,   0.888,   0.247,   0.405,   0.184,   0.051,  65.000,    0,   5.339
15:47:15:234, 15996376962010,    1.531,   21.000, 3900,  30.224,  35.250,   9.792,  28.162,  33.305,   9.251, 57,  0,   0.984,   0.996,   0.277,   0.759,   0.268,   0.074,  65.000,    0,  11.287
15:47:15:343, 15996618994445,    1.641,   46.000, 3300,  39.694,  39.601,  11.000,  36.803,  37.339,  10.372, 54,  0,   1.345,   1.144,   0.318,   1.316,   0.412,   0.114,  65.000,  850,  15.973
15:47:15:452, 15996859791058,    1.750,   35.000, 3600,  35.460,  43.468,  12.075,  30.927,  40.711,  11.309, 54,  0,   1.396,   1.296,   0.360,   3.131,   0.753,   0.209,  65.000,  950,  36.112
15:47:15:562, 15997101940615,    1.860,   20.000, 3900,  35.691,  47.383,  13.162,  29.530,  43.950,  12.208, 56,  0,   1.299,   1.438,   0.400,   4.923,   1.293,   0.359,  65.000, 1050,  33.830
15:47:15:671, 15997341982051,    1.968,   19.000, 3400,  26.766,  50.292,  13.970,  22.110,  46.354,  12.876, 56,  0,   0.817,   1.527,   0.424,   3.388,   1.661,   0.461,  65.000,  900,   5.575
15:47:15:783, 15997590493809,    2.081,   29.000, 3900,  34.563,  54.182,  15.051,  30.333,  49.768,  13.824, 56,  0,   0.785,   1.615,   0.449,   2.915,   1.990,   0.553,  65.000, 1050,   0.000
15:47:15:890, 15997826264149,    2.188,   14.000, 3600,  26.697,  57.033,  15.843,  22.155,  52.133,  14.482, 52,  0,   0.778,   1.698,   0.472,   3.562,   2.370,   0.658,  65.000, 1050,   0.406
15:47:16:002, 15998072386548,    2.299,   19.000, 3600,  30.775,  60.464,  16.795,  25.985,  55.030,  15.286, 55,  0,   0.779,   1.785,   0.496,   3.416,   2.751,   0.764,  65.000, 1050,   0.694
15:47:16:110, 15998310718031,    2.407,   25.000, 3900,  30.561,  63.762,  17.712,  25.936,  57.829,  16.064, 53,  0,   0.813,   1.873,   0.520,   3.377,   3.115,   0.865,  65.000, 1050,   3.713
15:47:16:218, 15998550347809,    2.516,    5.000, 3900,  14.581,  65.345,  18.151,   9.905,  58.904,  16.362, 45,  0,   0.502,   1.928,   0.535,   3.536,   3.499,   0.972,  65.000, 1050,   0.355
15:47:16:331, 15998799568593,    2.628,    3.000, 4000,  13.058,  66.819,  18.561,   8.396,  59.852,  16.626, 44,  0,   0.500,   1.984,   0.551,   3.527,   3.897,   1.083,  65.000, 1050,   0.383
15:47:16:437, 15999034472023,    2.735,    5.000, 4000,  13.564,  68.262,  18.962,   8.819,  60.790,  16.886, 56,  0,   0.449,   2.032,   0.564,   3.520,   4.272,   1.187,  65.000, 1050,   0.200
15:47:16:549, 15999281291789,    2.847,    4.000, 4000,  14.407,  69.872,  19.409,   9.822,  61.888,  17.191, 43,  0,   0.429,   2.080,   0.578,   3.510,   4.664,   1.296,  65.000, 1050,   0.050
