System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:40:01:064,2.29865E+13,0.111,0,4000,3.035,0.338,0.094,2.145,0.239,0.066,42,0,0.393,0.044,0.012,0.039,0.004,0.001,65,0,0.444
16:40:01:173,2.29868E+13,0.221,0,4000,2.812,0.645,0.179,2.061,0.464,0.129,41,0,0.366,0.084,0.023,0.033,0.008,0.002,65,0,0.084
16:40:01:280,2.2987E+13,0.327,1,4100,3.432,1.01,0.281,2.624,0.743,0.206,43,0,0.345,0.12,0.033,0.021,0.01,0.003,65,0,0.051
16:40:01:395,2.29873E+13,0.443,1,4000,4.201,1.497,0.416,3.47,1.145,0.318,41,0,0.405,0.167,0.047,0.044,0.015,0.004,65,0,0.215
16:40:01:499,2.29875E+13,0.546,1,4000,4.152,1.925,0.535,3.152,1.47,0.408,41,0,0.452,0.214,0.059,0.135,0.029,0.008,65,0,1.484
16:40:01:608,2.29877E+13,0.655,2,4000,4.403,2.405,0.668,3.547,1.857,0.516,41,0,0.391,0.257,0.071,0.024,0.032,0.009,65,0,0.129
16:40:01:717,2.2988E+13,0.764,4,4000,8.931,3.381,0.939,8.025,2.734,0.76,49,0,0.394,0.3,0.083,0.035,0.036,0.01,65,0,0.442
16:40:01:828,2.29882E+13,0.875,8,4000,15.709,5.122,1.423,14.722,4.365,1.213,51,0,0.333,0.337,0.094,0.019,0.038,0.011,65,0,0.035
16:40:01:937,2.29885E+13,0.985,5,800,11.446,6.376,1.771,10.168,5.48,1.522,42,0,0.405,0.381,0.106,0.081,0.047,0.013,65,0,0.379
16:40:02:046,2.29887E+13,1.093,0,4000,2.885,6.69,1.858,2.134,5.711,1.587,41,0,0.359,0.42,0.117,0.022,0.049,0.014,65,0,0.023
16:40:02:159,2.2989E+13,1.207,0,4100,2.426,6.964,1.935,1.814,5.917,1.644,42,0,0.348,0.459,0.128,0.015,0.051,0.014,65,0,0.185
16:40:02:269,2.29892E+13,1.316,0,4100,1.075,7.082,1.967,0.702,5.994,1.665,41,0,0.305,0.493,0.137,0.008,0.052,0.014,65,0,0
16:40:02:377,2.29894E+13,1.424,0,4100,1.536,7.248,2.013,1.056,6.108,1.697,41,0,0.321,0.527,0.147,0.007,0.052,0.015,65,0,0
16:40:02:483,2.29897E+13,1.53,0,4000,2.487,7.512,2.087,1.803,6.299,1.75,40,0,0.35,0.565,0.157,0.039,0.057,0.016,65,0,0.094
16:40:02:593,2.29899E+13,1.64,0,4000,3.051,7.848,2.18,2.14,6.535,1.815,41,0,0.407,0.609,0.169,0.073,0.065,0.018,65,0,0.275
16:40:02:703,2.29902E+13,1.751,3,4000,6.902,8.61,2.392,5.937,7.191,1.997,43,0,0.446,0.659,0.183,0.101,0.076,0.021,65,0,0.771
16:40:02:811,2.29904E+13,1.858,1,4000,4.524,9.097,2.527,3.606,7.578,2.105,42,0,0.449,0.707,0.196,0.094,0.086,0.024,65,0,0.677
16:40:02:924,2.29906E+13,1.971,2,4000,8.318,10.036,2.788,7.204,8.392,2.331,43,0,0.5,0.764,0.212,0.035,0.09,0.025,65,0,0.252
16:40:03:033,2.29909E+13,2.08,2,4000,8.885,11.006,3.057,7.686,9.231,2.564,42,0,0.475,0.815,0.227,0.058,0.096,0.027,65,0,0.102
16:40:03:139,2.29911E+13,2.187,2,4000,9.424,12.009,3.336,8.19,10.102,2.806,43,0,0.481,0.867,0.241,0.052,0.102,0.028,65,0,0.085
