System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:22:17:195,2.42533E+13,0.11,7,2200,13.406,1.471,0.409,12.241,1.343,0.373,51,0,0.462,0.051,0.014,0.057,0.006,0.002,35,0,0.865
16:22:17:305,2.42536E+13,0.219,3,2900,5.76,2.103,0.584,4.656,1.854,0.515,46,0,0.499,0.106,0.029,0.059,0.013,0.004,35,0,0.293
16:22:17:414,2.42538E+13,0.329,1,1800,2.184,2.341,0.65,1.425,2.009,0.558,45,0,0.398,0.149,0.041,0.026,0.016,0.004,35,0,0.168
16:22:17:523,2.42541E+13,0.438,4,3900,6.119,3.012,0.837,4.981,2.556,0.71,44,0,0.558,0.21,0.058,0.135,0.03,0.008,35,0,1.175
16:22:17:632,2.42543E+13,0.547,0,1400,1.652,3.192,0.887,0.946,2.659,0.739,45,0,0.368,0.25,0.07,0.052,0.036,0.01,35,0,1.854
16:22:17:742,2.42545E+13,0.657,4,2200,4.612,3.697,1.027,3.657,3.059,0.85,44,0,0.474,0.302,0.084,0.082,0.045,0.013,35,0,0.228
16:22:17:851,2.42548E+13,0.766,0,1800,1.486,3.86,1.072,0.848,3.152,0.876,44,0,0.355,0.341,0.095,0.007,0.046,0.013,35,0,0
16:22:17:960,2.4255E+13,0.875,7,2100,10.04,4.957,1.377,8.941,4.129,1.147,49,0,0.499,0.396,0.11,0.04,0.05,0.014,35,0,0.188
16:22:18:070,2.42553E+13,0.985,10,2300,13.744,6.459,1.794,12.558,5.502,1.528,50,0,0.484,0.449,0.125,0.048,0.055,0.015,35,0,0.495
16:22:18:179,2.42555E+13,1.097,4,2000,5.633,7.094,1.971,4.499,6.009,1.669,45,0,0.46,0.5,0.139,0.063,0.063,0.017,35,450,1.376
16:22:18:288,2.42558E+13,1.203,5,2100,8.783,8.026,2.229,7.497,6.804,1.89,44,0,0.532,0.557,0.155,0.155,0.079,0.022,35,0,2.025
16:22:18:398,2.4256E+13,1.313,3,2200,5.796,8.661,2.406,4.629,7.311,2.031,44,0,0.492,0.611,0.17,0.076,0.087,0.024,35,0,0.399
16:22:18:507,2.42562E+13,1.423,2,2500,5.781,9.294,2.582,4.895,7.848,2.18,44,0,0.386,0.653,0.181,0.027,0.09,0.025,35,0,0.246
16:22:18:617,2.42565E+13,1.532,2,2100,4.74,9.812,2.726,3.771,8.26,2.294,44,0,0.438,0.701,0.195,0.058,0.097,0.027,35,0,0.14
16:22:18:726,2.42567E+13,1.641,1,2100,2.779,10.115,2.81,1.937,8.471,2.353,44,0,0.393,0.744,0.207,0.031,0.1,0.028,35,0,0.063
16:22:18:835,2.4257E+13,1.75,5,2800,6.53,10.831,3.008,5.412,9.064,2.518,45,0,0.545,0.803,0.223,0.066,0.107,0.03,35,0,0.362
