System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:11:04:114,2.27672E+13,0.11,9,2900,13.213,1.449,0.402,12.085,1.325,0.368,47,0,0.557,0.061,0.017,0.055,0.006,0.002,35,0,0.594
16:11:04:223,2.27674E+13,0.218,8,2800,13.738,2.941,0.817,12.451,2.677,0.744,47,0,0.505,0.116,0.032,0.034,0.01,0.003,35,0,0.851
16:11:04:334,2.27677E+13,0.33,2,3500,4.787,3.473,0.965,3.731,3.092,0.859,42,0,0.464,0.167,0.047,0.064,0.017,0.005,35,0,0.472
16:11:04:444,2.27679E+13,0.439,1,2100,3.248,3.83,1.064,2.379,3.353,0.932,42,0,0.398,0.211,0.059,0.022,0.019,0.005,35,0,0.157
16:11:04:553,2.27681E+13,0.548,4,2100,6.567,4.545,1.262,5.403,3.942,1.095,41,0,0.579,0.274,0.076,0.064,0.026,0.007,35,0,0.198
16:11:04:663,2.27684E+13,0.658,1,1800,1.395,4.698,1.305,0.866,4.037,1.121,41,0,0.362,0.314,0.087,0.009,0.027,0.008,35,0,0
16:11:04:770,2.27686E+13,0.765,2,2100,4.359,5.167,1.435,3.405,4.403,1.223,40,0,0.43,0.36,0.1,0.049,0.032,0.009,35,0,0.162
16:11:04:883,2.27689E+13,0.878,1,4000,1.583,5.345,1.485,0.978,4.513,1.254,41,0,0.374,0.402,0.112,0.007,0.033,0.009,35,0,0
16:11:04:992,2.27691E+13,0.987,1,2100,3.658,5.746,1.596,2.728,4.812,1.337,40,0,0.404,0.446,0.124,0.055,0.039,0.011,35,0,0.132
16:11:05:101,2.27694E+13,1.096,2,4000,2.619,6.03,1.675,2.007,5.03,1.397,41,0,0.371,0.487,0.135,0.016,0.041,0.011,35,0,0.05
16:11:05:211,2.27696E+13,1.206,2,2100,3.897,6.458,1.794,2.889,5.347,1.485,40,0,0.428,0.534,0.148,0.069,0.049,0.013,35,0,0.657
16:11:05:318,2.27698E+13,1.314,2,3100,3.281,6.813,1.892,2.549,5.623,1.562,40,0,0.39,0.576,0.16,0.019,0.051,0.014,35,0,0.056
16:11:05:426,2.27701E+13,1.421,0,2000,1.442,6.968,1.935,0.858,5.715,1.587,40,0,0.378,0.617,0.171,0.008,0.051,0.014,35,0,32.965
16:11:05:538,2.27703E+13,1.534,2,3700,5.149,7.545,2.096,4.215,6.188,1.719,41,0,0.45,0.667,0.185,0.072,0.06,0.017,35,0,0.171
16:11:05:646,2.27706E+13,1.641,1,3400,3.458,7.918,2.199,2.674,6.476,1.799,45,0,0.378,0.708,0.197,0.01,0.061,0.017,35,0,0
16:11:05:760,2.27708E+13,1.755,9,2800,13.27,9.43,2.619,12.041,7.848,2.18,47,0,0.522,0.767,0.213,0.042,0.065,0.018,35,0,0.137
16:11:05:869,2.27711E+13,1.864,7,3000,13.478,10.897,3.027,12.324,9.189,2.553,48,0,0.399,0.811,0.225,0.006,0.066,0.018,35,0,0
16:11:05:975,2.27713E+13,1.971,18,3100,12.235,12.201,3.389,10.869,10.348,2.874,43,0,0.909,0.908,0.252,0.129,0.08,0.022,35,0,1.76
16:11:06:087,2.27715E+13,2.083,1,2000,3.291,12.569,3.491,2.326,10.608,2.947,41,0,0.404,0.953,0.265,0.073,0.088,0.024,35,0,0.44
16:11:06:193,2.27718E+13,2.188,3,4000,4.716,13.066,3.629,3.903,11.019,3.061,41,0,0.438,0.999,0.277,0.083,0.097,0.027,35,0,0.661
16:11:06:304,2.2772E+13,2.3,1,1600,1.442,13.227,3.674,0.813,11.11,3.086,40,0,0.362,1.039,0.289,0.009,0.098,0.027,35,0,0
16:11:06:413,2.27723E+13,2.409,2,3400,3.648,13.624,3.785,2.647,11.398,3.166,41,0,0.442,1.088,0.302,0.055,0.104,0.029,35,0,0.133
16:11:06:524,2.27725E+13,2.52,2,4000,2.001,13.847,3.846,1.335,11.547,3.207,41,0,0.366,1.128,0.313,0.005,0.104,0.029,35,0,0
16:11:06:631,2.27727E+13,2.627,2,2700,4.184,14.293,3.97,3.323,11.901,3.306,41,0,0.43,1.174,0.326,0.069,0.112,0.031,35,0,0.224
16:11:06:744,2.2773E+13,2.739,10,2800,13.071,15.766,4.379,11.92,13.244,3.679,46,0,0.538,1.235,0.343,0.014,0.113,0.031,35,0,0.037
