System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:27:26:021,2.49352E+13,0.099,1,2100,3.57,0.354,0.098,2.561,0.254,0.071,45,0,0.416,0.041,0.011,0.08,0.008,0.002,35,0,0.663
16:27:26:131,2.49355E+13,0.209,2,3700,2.956,0.679,0.189,2.339,0.511,0.142,45,0,0.411,0.086,0.024,0.043,0.013,0.004,35,0,0.226
16:27:26:240,2.49357E+13,0.318,1,1800,2.859,0.991,0.275,1.929,0.721,0.2,45,0,0.402,0.13,0.036,0.071,0.02,0.006,35,0,0.42
16:27:26:350,2.4936E+13,0.428,5,4100,3.606,1.386,0.385,2.896,1.039,0.289,45,0,0.431,0.177,0.049,0.054,0.026,0.007,35,0,0.518
16:27:26:459,2.49362E+13,0.537,0,1200,1.374,1.536,0.427,0.663,1.111,0.309,45,0,0.352,0.216,0.06,0.038,0.03,0.008,35,0,0.351
16:27:26:568,2.49364E+13,0.646,7,2500,10.422,2.676,0.743,9.356,2.134,0.593,50,0,0.63,0.285,0.079,0.051,0.036,0.01,35,0,0.285
16:27:26:677,2.49367E+13,0.755,7,2200,13.881,4.19,1.164,12.707,3.521,0.978,51,0,0.44,0.333,0.092,0.028,0.039,0.011,35,0,0.161
16:27:26:787,2.49369E+13,0.866,10,3900,13.234,5.661,1.573,11.919,4.846,1.346,50,0,0.581,0.397,0.11,0.045,0.044,0.012,35,0,0.25
16:27:26:896,2.49372E+13,0.984,1,2400,2.287,5.93,1.647,1.639,5.038,1.4,51,0,0.356,0.439,0.122,0.009,0.045,0.013,35,0,0
16:27:27:005,2.49374E+13,1.083,2,2900,4.604,6.389,1.775,3.902,5.427,1.508,45,0,0.424,0.482,0.134,0.057,0.051,0.014,35,0,0.102
16:27:27:115,2.49376E+13,1.193,0,2000,1.088,6.508,1.808,0.532,5.485,1.524,45,0,0.365,0.521,0.145,0.005,0.051,0.014,35,0,0
16:27:27:224,2.49379E+13,1.303,2,4000,3.469,6.888,1.913,2.694,5.781,1.606,45,0,0.426,0.568,0.158,0.046,0.056,0.016,35,0,0.122
16:27:27:334,2.49381E+13,1.412,4,2500,2.938,7.21,2.003,2.198,6.021,1.673,45,0,0.393,0.611,0.17,0.059,0.063,0.017,35,0,0.372
16:27:27:443,2.49384E+13,1.521,2,2100,4.067,7.653,2.126,3.244,6.375,1.771,44,0,0.432,0.658,0.183,0.066,0.07,0.019,35,0,0.377
16:27:27:552,2.49386E+13,1.63,4,2200,1.684,7.837,2.177,1.115,6.497,1.805,46,0,0.371,0.699,0.194,0.007,0.071,0.02,35,0,0
16:27:27:662,2.49388E+13,1.74,5,2600,8.176,8.733,2.426,7.009,7.265,2.018,45,0,0.575,0.762,0.212,0.212,0.094,0.026,35,0,1.65
16:27:27:771,2.49391E+13,1.849,0,2500,1.814,8.931,2.481,1.201,7.396,2.055,45,0,0.361,0.801,0.223,0.028,0.097,0.027,35,0,0.069
16:27:27:881,2.49393E+13,1.958,5,2100,7.656,9.769,2.714,6.502,8.108,2.252,45,0,0.62,0.869,0.241,0.056,0.103,0.029,35,0,0.307
16:27:27:990,2.49396E+13,2.068,2,2300,2.665,10.06,2.795,1.911,8.317,2.31,45,0,0.42,0.915,0.254,0.009,0.104,0.029,35,0,0
16:27:28:099,2.49398E+13,2.177,2,2900,4.526,10.556,2.932,3.723,8.724,2.423,45,0,0.434,0.963,0.267,0.049,0.11,0.03,35,0,0.112
16:27:28:208,2.49401E+13,2.286,2,2100,2.612,10.84,3.011,1.878,8.929,2.48,46,0,0.367,1.003,0.279,0.015,0.111,0.031,35,0,0
16:27:28:318,2.49403E+13,2.396,10,2300,13.662,12.335,3.426,12.453,10.291,2.859,51,0,0.568,1.065,0.296,0.061,0.118,0.033,35,0,0.316
16:27:28:427,2.49405E+13,2.505,8,2100,13.378,13.797,3.833,12.23,11.628,3.23,51,0,0.462,1.115,0.31,0.035,0.122,0.034,35,0,0.382
