System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
19:09:45:973,2.18366E+13,0.101,0,1400,1.879,0.19,0.053,1.076,0.109,0.03,44,0,0.342,0.035,0.01,0.037,0.004,0.001,35,0,0.187,,0.109
19:09:46:082,2.18368E+13,0.21,2,2000,3.196,0.539,0.15,2.34,0.365,0.101,44,0,0.401,0.078,0.022,0.057,0.01,0.003,35,0,0.252,,0.256
19:09:46:192,2.1837E+13,0.32,0,900,0.749,0.621,0.173,0.278,0.395,0.11,45,0,0.317,0.113,0.031,0.016,0.012,0.003,35,0,0.114,,0.03
19:09:46:301,2.18373E+13,0.429,10,3100,12.507,1.986,0.552,11.322,1.631,0.453,50,0,0.473,0.165,0.046,0.07,0.019,0.005,35,0,0.551,,1.236
19:09:46:410,2.18375E+13,0.538,7,2200,13.96,3.512,0.975,12.861,3.036,0.843,52,0,0.356,0.204,0.057,0.007,0.02,0.006,35,0,0,,1.405
19:09:46:520,2.18378E+13,0.648,9,2300,10.699,4.688,1.302,9.458,4.076,1.132,45,0,0.577,0.267,0.074,0.064,0.027,0.008,35,0,0.512,,1.04
19:09:46:629,2.1838E+13,0.757,1,1400,2.374,4.947,1.374,1.692,4.261,1.184,45,0,0.35,0.305,0.085,0.019,0.029,0.008,35,0,1.017,,0.185
19:09:46:738,2.18383E+13,0.866,4,2100,5.898,5.591,1.553,4.868,4.792,1.331,45,0,0.456,0.355,0.099,0.075,0.037,0.01,35,0,0.185,,0.531
19:09:46:848,2.18385E+13,0.976,1,2300,1.15,5.717,1.588,0.568,4.854,1.348,44,0,0.344,0.393,0.109,0.008,0.038,0.011,35,0,0,,0.062
19:09:46:957,2.18387E+13,1.086,5,3000,7.859,6.581,1.828,6.767,5.598,1.555,45,0,0.574,0.456,0.127,0.054,0.044,0.012,35,0,0.116,,0.744
19:09:47:067,2.1839E+13,1.195,0,1600,1.463,6.74,1.872,0.967,5.703,1.584,45,0,0.317,0.49,0.136,0.017,0.046,0.013,35,0,0,,0.105
19:09:47:176,2.18392E+13,1.304,2,2100,4.114,7.189,1.997,3.232,6.056,1.682,45,0,0.414,0.535,0.149,0.051,0.052,0.014,35,0,0.113,,0.353
19:09:47:285,2.18395E+13,1.421,10,4000,2.357,7.466,2.074,1.743,6.261,1.739,47,0,0.359,0.578,0.16,0.03,0.055,0.015,35,0,0.372,,0.205
19:09:47:395,2.18397E+13,1.523,2,2100,4.702,7.944,2.207,3.586,6.625,1.84,44,0,0.435,0.622,0.173,0.079,0.063,0.018,35,0,0.54,,0.364
19:09:47:504,2.18399E+13,1.632,1,1600,1.315,8.087,2.246,0.651,6.696,1.86,44,0,0.338,0.659,0.183,0.009,0.064,0.018,35,0,0,,0.071
19:09:47:613,2.18402E+13,1.741,3,2100,4.359,8.564,2.379,3.434,7.072,1.965,45,0,0.429,0.706,0.196,0.056,0.07,0.02,35,0,0.111,,0.376
19:09:47:723,2.18404E+13,1.851,1,2400,1.299,8.706,2.418,0.697,7.148,1.986,44,0,0.349,0.744,0.207,0.007,0.071,0.02,35,0,0.003,,0.076
19:09:47:832,2.18407E+13,1.96,3,3100,5.989,9.363,2.601,5.046,7.702,2.139,45,0,0.471,0.795,0.221,0.057,0.078,0.022,35,0,0.638,,0.554
19:09:47:941,2.18409E+13,2.069,5,2100,8.612,10.301,2.861,7.589,8.528,2.369,49,0,0.468,0.846,0.235,0.035,0.081,0.023,35,0,0.17,,0.826
19:09:48:051,2.18412E+13,2.179,9,2500,13.394,11.768,3.269,12.088,9.853,2.737,51,0,0.555,0.907,0.252,0.044,0.086,0.024,35,0,0.476,,1.325
19:09:48:160,2.18414E+13,2.29,9,2200,12.85,13.199,3.666,11.71,11.156,3.099,48,0,0.435,0.955,0.265,0.029,0.089,0.025,35,0,0.483,,1.303
19:09:48:285,2.18417E+13,2.421,8,3900,7.96,14.245,3.957,6.783,12.048,3.347,47,0,0.652,1.041,0.289,0.09,0.101,0.028,35,0,1.357,,0.892
19:09:48:379,2.18419E+13,2.507,1,2100,2.792,14.483,4.023,1.834,12.204,3.39,45,0,0.387,1.074,0.298,0.049,0.105,0.029,35,0,0.877,,0.156
19:09:48:488,2.18421E+13,2.616,4,2000,5.217,15.053,4.181,4.303,12.675,3.521,45,0,0.502,1.129,0.314,0.045,0.11,0.031,35,0,0.24,,0.471
19:09:48:598,2.18424E+13,2.726,3,2100,1.562,15.224,4.229,0.943,12.778,3.549,45,0,0.344,1.167,0.324,0.01,0.111,0.031,35,0,0,,0.103
19:09:48:707,2.18426E+13,2.835,2,1800,3.753,15.634,4.343,2.956,13.1,3.639,45,0,0.469,1.218,0.338,0.053,0.117,0.033,35,0,0.136,,0.322
19:09:48:816,2.18428E+13,2.944,0,1000,0.512,15.69,4.358,0.187,13.121,3.645,44,0,0.294,1.25,0.347,0.01,0.118,0.033,35,0,0,,0.021
19:09:48:925,2.18431E+13,3.053,4,2900,5.526,16.293,4.526,4.64,13.627,3.785,49,0,0.403,1.294,0.359,0.054,0.124,0.034,35,0,0.075,,0.506
19:09:49:035,2.18433E+13,3.163,7,2400,14.079,17.833,4.954,13.016,15.051,4.181,51,0,0.366,1.334,0.371,0.006,0.125,0.035,35,0,0,,1.424
19:09:49:150,2.18436E+13,3.278,7,2100,8.918,18.86,5.239,7.76,15.944,4.429,45,0,0.515,1.393,0.387,0.059,0.132,0.037,35,0,0.258,,0.893
19:09:49:260,2.18438E+13,3.388,1,2500,1.134,18.985,5.273,0.582,16.008,4.447,46,0,0.342,1.431,0.397,0.009,0.133,0.037,35,0,0,,0.064
19:09:49:370,2.18441E+13,3.498,3,2000,4.757,19.506,5.418,3.738,16.418,4.561,45,0,0.428,1.478,0.411,0.067,0.14,0.039,35,0,0.591,,0.41
19:09:49:471,2.18443E+13,3.6,3,3000,4.369,19.951,5.542,3.552,16.78,4.661,45,0,0.379,1.517,0.421,0.035,0.143,0.04,35,0,0.189,,0.362
19:09:49:586,2.18445E+13,3.714,1,1600,2.614,20.251,5.625,1.934,17.002,4.723,45,0,0.373,1.559,0.433,0.035,0.147,0.041,35,0,0.167,,0.222
19:09:49:701,2.18448E+13,3.829,1,2200,1.521,20.426,5.674,0.995,17.116,4.754,45,0,0.338,1.598,0.444,0.009,0.148,0.041,35,0,0,,0.114
19:09:49:809,2.1845E+13,3.937,3,2000,3.415,20.795,5.776,2.526,17.389,4.83,45,0,0.383,1.64,0.455,0.05,0.154,0.043,35,0,0.106,,0.273
19:09:49:917,2.18453E+13,4.045,2,3600,1.27,20.932,5.815,0.859,17.482,4.856,45,0,0.358,1.678,0.466,0.01,0.155,0.043,35,0,0,,0.093
19:09:50:018,2.18455E+13,4.146,4,2100,8.041,21.74,6.039,7.108,18.196,5.054,45,0,0.538,1.732,0.481,0.068,0.162,0.045,35,0,0.299,,0.714
19:09:50:138,2.18458E+13,4.266,1,2100,1.483,21.918,6.088,0.798,18.292,5.081,45,0,0.349,1.774,0.493,0.007,0.163,0.045,35,0,0,,0.096
19:09:50:258,2.1846E+13,4.385,1,1400,2.31,22.194,6.165,1.535,18.475,5.132,45,0,0.377,1.819,0.505,0.046,0.168,0.047,35,0,0.185,,0.183
19:09:50:365,2.18463E+13,4.493,3,3400,4.449,22.674,6.298,3.611,18.865,5.24,47,0,0.396,1.862,0.517,0.046,0.173,0.048,35,0,0.433,,0.39
