System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
18:57:47:783,2.02508E+13,0.112,3,2900,5.486,0.613,0.17,4.4,0.492,0.137,43,0,0.473,0.053,0.015,0.067,0.007,0.002,35,0,0.487,,0.492
18:57:47:908,2.02511E+13,0.241,15,4000,3.195,1.027,0.285,2.369,0.799,0.222,44,0,0.395,0.104,0.029,0.035,0.012,0.003,35,0,0.262,,0.307
18:57:48:002,2.02513E+13,0.331,1,2100,3.998,1.384,0.384,2.905,1.058,0.294,43,0,0.416,0.141,0.039,0.087,0.02,0.005,35,0,0.945,,0.259
18:57:48:111,2.02515E+13,0.44,0,1400,1.121,1.506,0.418,0.594,1.123,0.312,42,0,0.321,0.176,0.049,0.008,0.021,0.006,35,0,0,,0.065
18:57:48:221,2.02518E+13,0.549,2,2100,3.695,1.911,0.531,2.83,1.433,0.398,42,0,0.41,0.221,0.061,0.048,0.026,0.007,35,0,0.14,,0.31
18:57:48:330,2.0252E+13,0.659,1,2300,1.783,2.106,0.585,1.181,1.562,0.434,42,0,0.351,0.259,0.072,0.02,0.028,0.008,35,0,0.044,,0.129
18:57:48:439,2.02522E+13,0.768,5,3000,7.917,2.973,0.826,6.758,2.302,0.639,43,0,0.617,0.327,0.091,0.06,0.035,0.01,35,0,0.431,,0.74
18:57:48:549,2.02525E+13,0.877,1,2200,3.166,3.318,0.922,2.317,2.554,0.709,42,0,0.376,0.368,0.102,0.03,0.038,0.011,35,0,0.174,,0.252
18:57:48:658,2.02527E+13,0.987,3,3900,5.243,3.896,1.082,4.275,3.025,0.84,43,0,0.47,0.42,0.117,0.063,0.045,0.012,35,0,0.255,,0.471
18:57:48:768,2.0253E+13,1.096,1,2500,3.002,4.222,1.173,2.398,3.286,0.913,44,0,0.367,0.46,0.128,0.008,0.046,0.013,35,0,0,,0.261
18:57:48:877,2.02532E+13,1.205,1,2100,4.13,4.673,1.298,3.231,3.639,1.011,43,0,0.407,0.504,0.14,0.062,0.053,0.015,35,0,0.173,,0.353
18:57:48:986,2.02535E+13,1.315,2,1600,2.061,4.899,1.361,1.365,3.788,1.052,42,0,0.357,0.543,0.151,0.031,0.056,0.016,35,0,0.773,,0.149
18:57:49:095,2.02537E+13,1.424,8,2600,6.094,5.564,1.546,5.272,4.364,1.212,49,0,0.519,0.6,0.167,0.078,0.065,0.018,35,0,0.609,,0.576
18:57:49:205,2.02539E+13,1.533,8,2200,14.068,7.101,1.972,12.82,5.764,1.601,48,0,0.502,0.655,0.182,0.082,0.073,0.02,35,0,0.72,,1.4
18:57:49:314,2.02542E+13,1.643,9,2500,13.675,8.598,2.388,12.398,7.122,1.978,49,0,0.504,0.71,0.197,0.047,0.079,0.022,35,0,0.544,,1.358
18:57:49:423,2.02544E+13,1.752,3,1800,6.132,9.269,2.575,5.43,7.716,2.143,43,0,0.325,0.745,0.207,0.007,0.079,0.022,35,0,0,,0.594
18:57:49:533,2.02547E+13,1.861,3,2300,3.416,9.642,2.678,2.578,7.997,2.221,45,0,0.438,0.793,0.22,0.049,0.085,0.023,35,0,0.146,,0.281
18:57:49:642,2.02549E+13,1.971,0,1200,1.148,9.768,2.713,0.845,8.09,2.247,42,0,0.317,0.828,0.23,0.008,0.086,0.024,35,0,0,,0.093
18:57:49:752,2.02551E+13,2.08,2,2100,2.792,10.074,2.798,2.137,8.324,2.312,43,0,0.38,0.87,0.242,0.033,0.089,0.025,35,0,0.073,,0.234
18:57:49:861,2.02554E+13,2.189,2,2500,1.8,10.27,2.853,1.321,8.468,2.352,47,0,0.337,0.906,0.252,0.008,0.09,0.025,35,0,0,,0.144
18:57:49:974,2.02556E+13,2.302,2,1800,6.892,11.048,3.069,5.878,9.132,2.537,42,0,0.535,0.967,0.269,0.107,0.102,0.028,35,0,0.936,,0.664
18:57:50:084,2.02559E+13,2.412,2,2200,1.319,11.193,3.109,0.764,9.216,2.56,42,0,0.325,1.002,0.278,0.009,0.103,0.029,35,0,0,,0.084
18:57:50:193,2.02561E+13,2.522,12,2300,13.924,12.719,3.533,12.734,10.611,2.948,49,0,0.666,1.075,0.299,0.055,0.109,0.03,35,0,0.375,,1.395
18:57:50:314,2.02564E+13,2.642,7,2900,13.701,14.369,3.991,12.469,12.113,3.365,49,0,0.403,1.124,0.312,0.006,0.11,0.031,35,0,0,,1.502
18:57:50:434,2.02567E+13,2.762,4,2800,7.731,15.297,4.249,6.631,12.909,3.586,44,0,0.455,1.179,0.327,0.041,0.115,0.032,35,0,0.131,,0.796
18:57:50:548,2.02569E+13,2.877,4,2700,6.032,15.986,4.441,5.048,13.486,3.746,44,0,0.437,1.229,0.341,0.057,0.121,0.034,35,0,0.337,,0.577
18:57:50:668,2.02572E+13,2.997,0,1200,1.235,16.135,4.482,0.682,13.568,3.769,44,0,0.341,1.27,0.353,0.048,0.127,0.035,35,0,1.003,,0.082
18:57:50:768,2.02574E+13,3.097,5,2500,2.942,16.428,4.563,2.35,13.802,3.834,45,0,0.389,1.308,0.363,0.018,0.129,0.036,35,0,0.01,,0.234
18:57:50:900,2.02577E+13,3.235,8,4000,4.369,17.031,4.731,3.561,14.293,3.97,51,0,0.384,1.361,0.378,0.054,0.136,0.038,35,0,0.575,,0.491
18:57:51:000,2.02579E+13,3.329,2,2100,3.6,17.37,4.825,2.702,14.548,4.041,42,0,0.411,1.4,0.389,0.058,0.142,0.039,35,0,0.323,,0.255
18:57:51:130,2.02582E+13,3.458,3,2100,6.119,18.161,5.045,5.36,15.241,4.234,48,0,0.349,1.445,0.401,0.007,0.143,0.04,35,0,41.563,,0.693
18:57:51:241,2.02584E+13,3.569,11,2000,11.287,19.415,5.393,10.017,16.354,4.543,44,0,0.533,1.505,0.418,0.048,0.148,0.041,35,0,0.217,,1.113
18:57:51:361,2.02587E+13,3.689,0,1200,0.796,19.511,5.42,0.382,16.4,4.555,43,0,0.324,1.543,0.429,0.009,0.149,0.041,35,0,0,,0.046
18:57:51:490,2.0259E+13,3.819,4,1600,5.088,20.171,5.603,4.21,16.946,4.707,43,0,0.502,1.609,0.447,0.049,0.155,0.043,35,0,0.246,,0.546
18:57:51:593,2.02592E+13,3.929,2,4000,1.893,20.379,5.661,1.274,17.086,4.746,42,0,0.364,1.649,0.458,0.007,0.156,0.043,35,0,0,,0.14
18:57:51:714,2.02595E+13,4.042,1,1600,3.297,20.753,5.765,2.508,17.37,4.825,43,0,0.378,1.691,0.47,0.042,0.161,0.045,35,0,0.164,,0.284
18:57:51:823,2.02597E+13,4.152,3,3600,3.072,21.09,5.858,2.429,17.637,4.899,45,0,0.386,1.734,0.482,0.021,0.163,0.045,35,0,0.012,,0.267
18:57:51:932,2.026E+13,4.261,5,2400,2.651,21.38,5.939,1.836,17.838,4.955,42,0,0.361,1.773,0.493,0.061,0.17,0.047,35,0,0.64,,0.201
18:57:52:042,2.02602E+13,4.37,2,2500,3.123,21.721,6.034,2.315,18.09,5.025,43,0,0.39,1.816,0.504,0.017,0.172,0.048,35,0,1.777,,0.252
18:57:52:145,2.02604E+13,4.473,3,2500,6.771,22.418,6.227,5.687,18.676,5.188,42,0,0.465,1.864,0.518,0.088,0.181,0.05,35,0,0.369,,0.586
18:57:52:265,2.02607E+13,4.594,2,2200,2.691,22.743,6.317,1.947,18.911,5.253,43,0,0.376,1.909,0.53,0.024,0.184,0.051,35,0,0.014,,0.235
18:57:52:385,2.0261E+13,4.713,1,1800,2.891,23.088,6.413,2.033,19.154,5.321,43,0,0.386,1.955,0.543,0.039,0.188,0.052,35,0,0.754,,0.243
18:57:52:485,2.02612E+13,4.813,3,2200,1.931,23.281,6.467,1.247,19.278,5.355,42,0,0.388,1.994,0.554,0.025,0.191,0.053,35,0,0.011,,0.124
18:57:52:605,2.02614E+13,4.934,1,2000,3.279,23.676,6.577,2.355,19.562,5.434,43,0,0.393,2.041,0.567,0.042,0.196,0.054,35,0,0.345,,0.284
18:57:52:705,2.02617E+13,5.033,10,2100,12.926,24.963,6.934,11.807,20.738,5.761,49,0,0.508,2.092,0.581,0.016,0.197,0.055,35,0,0.051,,1.176
18:57:52:815,2.02619E+13,5.145,11,2500,13.298,26.453,7.348,12.004,22.083,6.134,49,0,0.617,2.161,0.6,0.069,0.205,0.057,35,0,0.759,,1.345
18:57:52:925,2.02622E+13,5.254,17,2800,13.919,27.969,7.769,12.659,23.461,6.517,50,0,0.575,2.223,0.618,0.026,0.208,0.058,35,0,0.678,,1.378
18:57:53:045,2.02624E+13,5.374,2,2100,4.396,28.495,7.915,3.395,23.868,6.63,44,0,0.488,2.282,0.634,0.059,0.215,0.06,35,0,0.71,,0.407
18:57:53:146,2.02626E+13,5.474,3,2900,2.834,28.78,7.994,2.141,24.083,6.69,43,0,0.398,2.322,0.645,0.021,0.217,0.06,35,0,0.021,,0.215
18:57:53:265,2.02629E+13,5.594,0,1600,1.724,28.986,8.052,1.03,24.206,6.724,42,0,0.361,2.365,0.657,0.032,0.221,0.061,35,0,0.754,,0.123
18:57:53:382,2.02632E+13,5.711,6,2100,7.092,29.815,8.282,6.083,24.917,6.921,43,0,0.434,2.416,0.671,0.054,0.227,0.063,35,0,0.311,,0.711
18:57:53:502,2.02634E+13,5.83,0,2000,1.962,30.049,8.347,1.177,25.058,6.961,43,0,0.361,2.459,0.683,0.026,0.23,0.064,35,0,1.756,,0.141
18:57:53:611,2.02637E+13,5.945,4,3500,3.623,30.466,8.463,2.936,25.395,7.054,46,0,0.434,2.509,0.697,0.024,0.233,0.065,35,0,0.034,,0.337
18:57:53:718,2.02639E+13,6.046,7,2300,13.495,31.828,8.841,12.31,26.638,7.4,49,0,0.421,2.551,0.709,0.03,0.236,0.066,35,0,0.14,,1.243
18:57:53:830,2.02642E+13,6.158,11,2600,13.823,33.382,9.273,12.527,28.046,7.791,49,0,0.555,2.614,0.726,0.036,0.24,0.067,35,0,0.277,,1.408
