System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
18:46:50:075,1.87986E+13,0.103,7,3100,4.45,0.459,0.127,3.502,0.361,0.1,46,0,0.457,0.047,0.013,0.093,0.01,0.003,35,950,0.701,,3.502
18:46:50:184,1.87988E+13,0.212,1,2800,3.222,0.811,0.225,2.427,0.626,0.174,46,0,0.41,0.092,0.026,0.032,0.013,0.004,35,0,0.257,,0.265
18:46:50:294,1.87991E+13,0.322,2,2800,4.797,1.336,0.371,3.99,1.063,0.295,47,0,0.422,0.138,0.038,0.056,0.019,0.005,35,0,0.207,,0.437
18:46:50:403,1.87993E+13,0.431,0,1600,1.376,1.487,0.413,0.715,1.141,0.317,47,0,0.357,0.177,0.049,0.015,0.021,0.006,35,0,0.168,,0.078
18:46:50:512,1.87995E+13,0.54,4,3000,4.95,2.025,0.562,4.148,1.592,0.442,51,0,0.442,0.225,0.063,0.04,0.025,0.007,35,0,0.086,,0.451
18:46:50:621,1.87998E+13,0.662,8,2200,13.725,3.692,1.025,12.514,3.112,0.864,50,0,0.383,0.272,0.076,0.006,0.026,0.007,35,0,0,,1.52
18:46:50:731,1.88E+13,0.759,16,2600,14.85,5.139,1.427,13.528,4.43,1.231,53,0,0.867,0.356,0.099,0.096,0.035,0.01,35,0,0.817,,1.318
18:46:50:840,1.88003E+13,0.868,4,2100,8.581,6.076,1.688,7.364,5.235,1.454,46,0,0.436,0.404,0.112,0.049,0.041,0.011,35,0,0.783,,0.805
18:46:50:950,1.88005E+13,0.978,3,3400,3.292,6.438,1.788,2.452,5.504,1.529,46,0,0.392,0.447,0.124,0.034,0.044,0.012,35,0,0.095,,0.269
18:46:51:059,1.88007E+13,1.087,9,3700,3.565,6.826,1.896,2.831,5.813,1.615,49,0,0.412,0.492,0.137,0.045,0.049,0.014,35,0,0.392,,0.309
18:46:51:169,1.8801E+13,1.197,2,3400,2.907,7.144,1.985,2.125,6.045,1.679,47,0,0.399,0.536,0.149,0.021,0.052,0.014,35,0,0.237,,0.232
18:46:51:278,1.88012E+13,1.306,0,1200,1.187,7.274,2.021,0.545,6.105,1.696,45,0,0.325,0.571,0.159,0.041,0.056,0.016,35,0,0.392,,0.06
18:46:51:387,1.88015E+13,1.415,2,2100,2.596,7.558,2.1,1.979,6.322,1.756,46,0,0.37,0.612,0.17,0.029,0.059,0.016,35,0,0.097,,0.217
18:46:51:497,1.88017E+13,1.525,0,1200,1.113,7.68,2.133,0.451,6.371,1.77,45,0,0.344,0.649,0.18,0.026,0.062,0.017,35,0,0.253,,0.049
18:46:51:606,1.8802E+13,1.634,2,3100,3.485,8.062,2.239,2.846,6.682,1.856,46,0,0.381,0.691,0.192,0.038,0.066,0.018,35,0,0.12,,0.311
18:46:51:715,1.88022E+13,1.743,0,2000,2.047,8.285,2.301,1.355,6.83,1.897,45,0,0.352,0.729,0.203,0.018,0.068,0.019,35,0,0.492,,0.148
18:46:51:825,1.88024E+13,1.853,2,3900,3.394,8.656,2.404,2.63,7.118,1.977,46,0,0.391,0.772,0.214,0.041,0.073,0.02,35,800,0.106,,0.288
18:46:51:934,1.88027E+13,1.962,2,2500,3.633,9.054,2.515,2.879,7.433,2.065,48,0,0.372,0.813,0.226,0.035,0.077,0.021,35,0,0.112,,0.315
18:46:52:033,1.88029E+13,2.064,7,4000,5.841,9.647,2.68,4.767,7.917,2.199,53,0,0.428,0.856,0.238,0.056,0.082,0.023,35,0,0.476,,0.484
18:46:52:149,1.88032E+13,2.177,0,1600,2.173,9.893,2.748,1.413,8.077,2.244,45,0,0.358,0.897,0.249,0.034,0.086,0.024,35,0,2.037,,0.16
18:46:52:249,1.88034E+13,2.285,9,2500,8.076,10.767,2.991,7.06,8.842,2.456,52,0,0.557,0.957,0.266,0.029,0.089,0.025,35,0,0.099,,0.765
18:46:52:368,1.88036E+13,2.396,9,2300,13.427,12.26,3.406,12.29,10.208,2.836,52,0,0.402,1.002,0.278,0.012,0.091,0.025,35,0,0.097,,1.366
18:46:52:468,1.88039E+13,2.496,32,2500,14.723,13.735,3.815,13.44,11.555,3.21,52,0,0.832,1.085,0.301,0.027,0.093,0.026,35,0,0.142,,1.347
18:46:52:591,1.88041E+13,2.619,3,2000,5.702,14.434,4.009,4.686,12.128,3.369,47,0,0.424,1.137,0.316,0.04,0.098,0.027,35,0,1.004,,0.573
18:46:52:690,1.88044E+13,2.718,3,2400,3.159,14.748,4.097,2.418,12.369,3.436,46,0,0.4,1.177,0.327,0.038,0.102,0.028,35,0,0.147,,0.241
