System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:07:11:742,2.29123E+14,0.11,1,1800,3.163,0.348,0.097,2.268,0.25,0.069,43,0,0.383,0.042,0.012,0.033,0.004,0.001,35,0,0.212,,0.25
23:07:11:849,2.29123E+14,0.216,3,2100,4.262,0.802,0.223,3.268,0.598,0.166,44,0,0.443,0.089,0.025,0.057,0.01,0.003,35,0,0.309,,0.348
23:07:11:955,2.29124E+14,0.323,1,2900,2.548,1.073,0.298,1.7,0.779,0.216,44,0,0.413,0.133,0.037,0.025,0.012,0.003,35,0,0.143,,0.181
23:07:12:076,2.29124E+14,0.444,7,4000,6.318,1.836,0.51,5.071,1.391,0.386,54,0,0.446,0.187,0.052,0.136,0.029,0.008,35,0,1.037,,0.612
23:07:12:173,2.29124E+14,0.541,1,2700,4.388,2.264,0.629,3.476,1.73,0.48,44,0,0.44,0.23,0.064,0.068,0.035,0.01,35,0,0.613,,0.339
23:07:12:283,2.29124E+14,0.651,3,2100,5.589,2.876,0.799,4.407,2.213,0.615,43,0,0.506,0.286,0.079,0.092,0.046,0.013,35,0,0.503,,0.483
23:07:12:392,2.29125E+14,0.76,4,2900,5.994,3.528,0.98,5.039,2.761,0.767,46,0,0.447,0.334,0.093,0.038,0.05,0.014,35,0,0.159,,0.548
23:07:12:505,2.29125E+14,0.873,8,2300,13.182,5.02,1.394,11.937,4.111,1.142,48,0,0.543,0.396,0.11,0.059,0.056,0.016,35,0,0.46,,1.35
23:07:12:610,2.29125E+14,0.978,8,2400,12.77,6.365,1.768,11.61,5.335,1.482,47,0,0.473,0.445,0.124,0.036,0.06,0.017,35,0,0.193,,1.224
23:07:12:722,2.29125E+14,1.09,5,3000,6.628,7.105,1.974,5.472,5.945,1.651,44,0,0.53,0.504,0.14,0.087,0.07,0.019,35,0,0.514,,0.61
23:07:12:829,2.29126E+14,1.197,1,2600,4.074,7.543,2.095,3.029,6.271,1.742,44,0,0.437,0.552,0.153,0.094,0.08,0.022,35,750,0.413,,0.326
23:07:12:942,2.29126E+14,1.309,2,3600,4.935,8.096,2.249,3.887,6.707,1.863,43,0,0.465,0.604,0.168,0.106,0.092,0.025,35,0,0.75,,0.436
23:07:13:051,2.29126E+14,1.419,5,3100,7.526,8.921,2.478,6.565,7.426,2.063,50,0,0.548,0.664,0.184,0.078,0.1,0.028,35,0,0.398,,0.719
23:07:13:157,2.29126E+14,1.525,4,3500,6.61,9.621,2.673,5.413,8,2.222,44,0,0.568,0.724,0.201,0.155,0.117,0.032,35,0,2.301,,0.574
