System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
22:45:01:767,1.65552E+14,0.107,5,2900,10.533,1.128,0.313,9.361,1.003,0.279,46,0,0.426,0.046,0.013,0.025,0.003,0.001,35,0,0.653,,1.003
22:45:01:876,1.65553E+14,0.217,4,2600,7.084,1.906,0.53,5.932,1.654,0.46,47,0,0.511,0.102,0.028,0.074,0.011,0.003,35,0,0.551,,0.651
22:45:01:986,1.65553E+14,0.327,2,2700,4.776,2.433,0.676,3.69,2.061,0.572,47,0,0.441,0.15,0.042,0.053,0.017,0.005,35,0,0.222,,0.407
22:45:02:097,1.65553E+14,0.437,2,4000,5.298,3.016,0.838,4.213,2.525,0.701,46,0,0.453,0.2,0.056,0.045,0.022,0.006,35,0,0.456,,0.464
22:45:02:207,1.65553E+14,0.547,1,3500,4.025,3.46,0.961,3.194,2.877,0.799,46,0,0.408,0.245,0.068,0.019,0.024,0.007,35,800,0.081,,0.352
22:45:02:317,1.65554E+14,0.658,7,3900,5.403,4.056,1.127,4.377,3.36,0.933,56,0,0.419,0.291,0.081,0.043,0.028,0.008,35,0,0.579,,0.483
22:45:02:423,1.65554E+14,0.764,5,2300,4.562,4.539,1.261,3.513,3.732,1.037,47,0,0.529,0.347,0.097,0.044,0.033,0.009,35,0,0.185,,0.372
22:45:02:537,1.65554E+14,0.877,0,3800,3.3,4.914,1.365,2.379,4.003,1.112,46,0,0.398,0.393,0.109,0.031,0.037,0.01,35,0,3.44,,0.271
22:45:02:643,1.65554E+14,0.984,4,3700,5.564,5.505,1.529,4.626,4.493,1.248,47,0,0.508,0.447,0.124,0.041,0.041,0.011,35,0,0.073,,0.49
22:45:02:751,1.65555E+14,1.092,3,3700,7.221,6.284,1.746,6.183,5.161,1.434,47,0,0.414,0.491,0.136,0.041,0.045,0.013,35,0,0.134,,0.668
22:45:02:861,1.65555E+14,1.201,6,4000,8.561,7.224,2.007,7.343,5.967,1.657,50,0,0.605,0.558,0.155,0.078,0.054,0.015,35,0,0.222,,0.806
22:45:02:971,1.65555E+14,1.312,1,2000,2.359,7.484,2.079,1.435,6.125,1.701,47,0,0.391,0.601,0.167,0.037,0.058,0.016,35,0,0.172,,0.158
22:45:03:084,1.65555E+14,1.424,10,3600,9.341,8.539,2.372,8.204,7.051,1.959,50,0,0.613,0.67,0.186,0.098,0.069,0.019,35,0,0.903,,0.926
22:45:03:191,1.65556E+14,1.532,4,2200,8.461,9.446,2.624,7.249,7.828,2.175,50,0,0.499,0.724,0.201,0.116,0.082,0.023,35,0,0.822,,0.777
22:45:03:319,1.65556E+14,1.661,13,3400,14.475,11.314,3.143,13.228,9.535,2.649,54,0,0.65,0.807,0.224,0.048,0.088,0.024,35,0,0.425,,1.707
22:45:03:410,1.65556E+14,1.75,12,2600,13.69,12.541,3.484,12.345,10.642,2.956,54,0,0.651,0.866,0.24,0.061,0.093,0.026,35,0,0.773,,1.107
22:45:03:516,1.65556E+14,1.856,4,3500,7.615,13.349,3.708,6.391,11.32,3.144,47,0,0.598,0.929,0.258,0.09,0.103,0.029,35,0,1.026,,0.678
22:45:03:629,1.65557E+14,1.97,2,4000,4.856,13.898,3.861,3.828,11.753,3.265,47,0,0.444,0.979,0.272,0.071,0.111,0.031,35,0,0.34,,0.433
22:45:03:740,1.65557E+14,2.08,1,2100,2.878,14.216,3.949,2.022,11.977,3.327,46,0,0.375,1.021,0.284,0.046,0.116,0.032,35,0,0.38,,0.224
22:45:03:847,1.65557E+14,2.187,2,3700,3.317,14.57,4.047,2.628,12.257,3.405,46,0,0.379,1.061,0.295,0.026,0.119,0.033,35,0,0.041,,0.28
22:45:03:959,1.65557E+14,2.3,0,1800,1.795,14.773,4.104,1.116,12.383,3.44,46,0,0.348,1.101,0.306,0.021,0.121,0.034,35,0,0.467,,0.126
22:45:04:064,1.65558E+14,2.405,7,3100,5.38,15.338,4.261,4.53,12.859,3.572,50,0,0.529,1.156,0.321,0.03,0.124,0.035,35,0,0.111,,0.476
22:45:04:173,1.65558E+14,2.514,2,2900,3.158,15.683,4.356,2.322,13.113,3.642,49,0,0.406,1.201,0.333,0.023,0.127,0.035,35,600,0.089,,0.254
22:45:04:285,1.65558E+14,2.626,9,2800,13.445,17.189,4.775,12.216,14.482,4.023,52,0,0.518,1.259,0.35,0.04,0.131,0.036,35,0,0.326,,1.369
22:45:04:392,1.65558E+14,2.732,4,2500,9.025,18.149,5.041,7.927,15.324,4.257,59,0,0.448,1.306,0.363,0.065,0.138,0.038,35,0,0.812,,0.842
22:45:04:501,1.65558E+14,2.841,8,3700,11.231,19.375,5.382,10.03,16.42,4.561,50,0,0.565,1.368,0.38,0.078,0.147,0.041,35,0,0.424,,1.096
22:45:04:611,1.65559E+14,2.951,1,2800,3.905,19.803,5.501,2.714,16.717,4.644,48,0,0.415,1.413,0.393,0.104,0.158,0.044,35,0,0.261,,0.297
22:45:04:725,1.65559E+14,3.065,5,3900,8.904,20.822,5.784,7.72,17.6,4.889,60,0,0.511,1.472,0.409,0.089,0.168,0.047,35,0,0.376,,0.883
22:45:04:832,1.65559E+14,3.172,4,3600,8.061,21.684,6.023,6.801,18.327,5.091,47,0,0.48,1.523,0.423,0.082,0.177,0.049,35,0,0.309,,0.727
22:45:04:940,1.65559E+14,3.281,5,2100,8.216,22.575,6.271,7.12,19.099,5.305,46,0,0.553,1.583,0.44,0.066,0.184,0.051,35,1050,0.349,,0.772
22:45:05:049,1.6556E+14,3.389,2,2000,2.214,22.815,6.338,1.309,19.242,5.345,46,0,0.43,1.63,0.453,0.07,0.192,0.053,35,0,0.371,,0.143
22:45:05:160,1.6556E+14,3.501,2,3100,5.408,23.417,6.505,4.277,19.718,5.477,47,0,0.444,1.679,0.466,0.107,0.204,0.057,35,0,0.362,,0.476
22:45:05:270,1.6556E+14,3.611,2,4000,5.166,23.987,6.663,4.107,20.17,5.603,47,0,0.432,1.727,0.48,0.05,0.209,0.058,35,0,0.191,,0.452
22:45:05:378,1.6556E+14,3.718,9,3500,12.101,25.283,7.023,10.899,21.339,5.927,50,0,0.56,1.787,0.496,0.112,0.221,0.061,35,0,0.922,,1.169
22:45:05:488,1.65561E+14,3.828,6,2500,9.62,26.343,7.317,8.34,22.257,6.183,52,0,0.602,1.853,0.515,0.091,0.231,0.064,35,0,0.704,,0.918
22:45:05:596,1.65561E+14,3.937,3,2700,8.432,27.262,7.573,7.042,23.024,6.396,48,0,0.571,1.916,0.532,0.095,0.241,0.067,35,0,0.983,,0.767
22:45:05:706,1.65561E+14,4.047,4,2400,9.165,28.264,7.851,7.883,23.887,6.635,47,0,0.512,1.971,0.548,0.044,0.246,0.068,35,0,0.066,,0.863
22:45:05:813,1.65561E+14,4.154,6,2400,11.796,29.527,8.202,10.568,25.018,6.949,52,0,0.519,2.027,0.563,0.026,0.249,0.069,35,0,1.468,,1.131
22:45:05:922,1.65562E+14,4.263,9,2500,13.3,30.977,8.605,12.074,26.334,7.315,54,0,0.509,2.083,0.578,0.03,0.252,0.07,35,0,0.104,,1.316
22:45:06:035,1.65562E+14,4.376,6,3500,11.415,32.268,8.963,10.299,27.499,7.639,49,0,0.427,2.131,0.592,0.03,0.256,0.071,35,0,0.36,,1.165
22:45:06:145,1.65562E+14,4.486,3,2700,5.231,32.843,9.123,4.41,27.984,7.773,47,0,0.429,2.178,0.605,0.045,0.261,0.072,35,0,0.169,,0.485
22:45:06:251,1.65562E+14,4.592,2,2100,5.643,33.441,9.289,4.514,28.462,7.906,47,0,0.437,2.224,0.618,0.041,0.265,0.074,35,0,0.206,,0.478
22:45:06:361,1.65563E+14,4.701,5,3600,6.163,34.115,9.477,5.147,29.026,8.063,47,0,0.443,2.273,0.631,0.086,0.274,0.076,35,0,0.549,,0.564
22:45:06:472,1.65563E+14,4.812,3,3800,6.706,34.861,9.684,5.686,29.658,8.238,46,0,0.43,2.321,0.645,0.036,0.278,0.077,35,0,0.144,,0.632
22:45:06:579,1.65563E+14,4.919,5,3500,8.249,35.741,9.928,7.126,30.418,8.449,47,0,0.532,2.377,0.66,0.071,0.286,0.079,35,0,1.527,,0.76
22:45:06:689,1.65563E+14,5.029,1,2000,2.411,36.007,10.002,1.556,30.589,8.497,46,0,0.378,2.419,0.672,0.035,0.29,0.081,35,0,0.094,,0.171
22:45:06:802,1.65564E+14,5.143,9,2100,12.478,37.421,10.395,11.317,31.872,8.853,53,0,0.586,2.485,0.69,0.057,0.296,0.082,35,0,2.623,,1.283
22:45:06:907,1.65564E+14,5.248,13,2100,13.61,38.855,10.793,12.244,33.163,9.212,51,0,0.693,2.558,0.711,0.054,0.302,0.084,35,0,0.38,,1.291
22:45:07:018,1.65564E+14,5.359,12,3800,11.442,40.124,11.145,10.219,34.295,9.526,47,0,0.74,2.64,0.733,0.064,0.309,0.086,35,0,0.784,,1.132
22:45:07:126,1.65564E+14,5.467,3,2600,5.704,40.742,11.317,4.603,34.794,9.665,49,0,0.515,2.696,0.749,0.095,0.319,0.089,35,0,0.461,,0.499
22:45:07:236,1.65565E+14,5.577,8,3000,13.307,42.201,11.722,12.107,36.121,10.034,62,0,0.562,2.758,0.766,0.068,0.327,0.091,35,0,0.615,,1.327
22:45:07:350,1.65565E+14,5.691,6,4000,6.769,42.973,11.937,5.541,36.754,10.209,47,0,0.481,2.813,0.781,0.114,0.34,0.094,35,0,0.778,,0.633
22:45:07:457,1.65565E+14,5.797,4,2600,7.787,43.802,12.167,6.532,37.449,10.402,59,0,0.538,2.87,0.797,0.103,0.351,0.097,35,650,0.443,,0.695
22:45:07:567,1.65565E+14,5.907,3,2600,7.286,44.605,12.39,6.129,38.124,10.59,47,0,0.464,2.921,0.811,0.06,0.358,0.099,35,0,0.139,,0.675
22:45:07:676,1.65565E+14,6.017,6,3500,11.107,45.819,12.727,9.907,39.207,10.891,47,0,0.527,2.979,0.827,0.082,0.367,0.102,35,0,0.552,,1.083
22:45:07:787,1.65566E+14,6.128,4,3500,6.841,46.578,12.938,5.667,39.836,11.066,47,0,0.504,3.035,0.843,0.112,0.379,0.105,35,0,1.117,,0.629
22:45:07:893,1.65566E+14,6.233,2,3900,5.013,47.107,13.085,3.818,40.239,11.177,47,0,0.446,3.082,0.856,0.112,0.391,0.109,35,0,0.849,,0.403
22:45:08:003,1.65566E+14,6.344,4,3900,5.657,47.734,13.259,4.555,40.744,11.318,47,0,0.486,3.136,0.871,0.094,0.401,0.111,35,0,0.86,,0.505
22:45:08:114,1.65566E+14,6.455,4,2900,7.125,48.523,13.479,6.014,41.41,11.503,58,0,0.482,3.189,0.886,0.057,0.407,0.113,35,0,0.462,,0.666
22:45:08:224,1.65567E+14,6.565,5,2000,8.288,49.435,13.732,7.072,42.188,11.719,47,0,0.465,3.24,0.9,0.056,0.414,0.115,35,0,0.226,,0.778
