System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:19:10:984,1.70077E+14,0.115,1,2000,2.673,0.308,0.086,1.75,0.202,0.056,43,0,0.382,0.044,0.012,0.031,0.004,0.001,35,0,0.149,,0.202
23:19:11:094,1.70077E+14,0.225,3,2000,3.854,0.73,0.203,2.918,0.521,0.145,43,0,0.458,0.094,0.026,0.064,0.011,0.003,35,0,0.382,,0.319
23:19:11:203,1.70078E+14,0.334,2,2200,3.502,1.114,0.31,2.661,0.813,0.226,43,0,0.405,0.139,0.039,0.022,0.013,0.004,35,0,0.083,,0.292
23:19:11:313,1.70078E+14,0.443,6,2300,8.545,2.045,0.568,7.301,1.609,0.447,44,0,0.652,0.21,0.058,0.068,0.02,0.006,35,0,0.389,,0.796
23:19:11:422,1.70078E+14,0.553,1,2900,4.204,2.507,0.696,3.46,1.989,0.552,43,0,0.404,0.254,0.071,0.011,0.022,0.006,35,0,0,,0.38
23:19:11:531,1.70078E+14,0.662,5,2300,7.973,3.373,0.937,6.929,2.741,0.761,57,0,0.487,0.307,0.085,0.062,0.028,0.008,35,0,0.141,,0.752
23:19:11:640,1.70079E+14,0.771,11,2600,14.983,5.015,1.393,13.704,4.242,1.178,59,0,0.606,0.373,0.104,0.058,0.035,0.01,35,0,0.65,,1.501
23:19:11:750,1.70079E+14,0.881,3,2400,5.948,5.665,1.574,4.77,4.764,1.323,44,0,0.485,0.426,0.118,0.116,0.047,0.013,35,0,0.785,,0.522
23:19:11:859,1.70079E+14,0.991,2,3700,3.881,6.092,1.692,3.031,5.098,1.416,43,0,0.448,0.476,0.132,0.089,0.057,0.016,35,0,0.535,,0.334
23:19:11:968,1.70079E+14,1.099,7,2300,4.94,6.627,1.841,4.024,5.533,1.537,46,0,0.503,0.53,0.147,0.088,0.067,0.019,35,0,0.836,,0.435
23:19:12:078,1.7008E+14,1.209,7,3100,8.797,7.594,2.109,7.665,6.376,1.771,44,0,0.608,0.597,0.166,0.097,0.077,0.021,35,0,1.315,,0.843
23:19:12:187,1.7008E+14,1.318,8,2200,11.249,8.818,2.45,10.166,7.482,2.078,58,0,0.558,0.658,0.183,0.08,0.086,0.024,35,0,0.88,,1.106
23:19:12:296,1.7008E+14,1.428,16,2300,15.438,10.513,2.92,14.153,9.036,2.51,52,0,0.672,0.732,0.203,0.006,0.087,0.024,35,0,0,,1.554
23:19:12:406,1.7008E+14,1.537,18,2300,13.342,11.968,3.324,12.008,10.345,2.874,49,0,0.78,0.817,0.227,0.064,0.094,0.026,35,0,0.52,,1.309
23:19:12:515,1.70081E+14,1.646,7,3000,10.791,13.147,3.652,9.561,11.39,3.164,45,0,0.564,0.878,0.244,0.093,0.104,0.029,35,0,0.788,,1.045
23:19:12:625,1.70081E+14,1.756,3,3000,5.633,13.766,3.824,4.756,11.912,3.309,44,0,0.489,0.932,0.259,0.121,0.117,0.033,35,0,1.467,,0.522
23:19:12:734,1.70081E+14,1.865,3,3100,3.325,14.129,3.925,2.499,12.186,3.385,44,0,0.468,0.983,0.273,0.048,0.122,0.034,35,0,0.354,,0.274
23:19:12:843,1.70081E+14,1.975,1,1400,3.35,14.496,4.027,2.725,12.484,3.468,43,0,0.41,1.028,0.286,0.049,0.128,0.035,35,0,0.227,,0.298
23:19:12:953,1.70081E+14,2.084,2,2600,0.842,14.588,4.052,0.401,12.528,3.48,42,0,0.333,1.064,0.296,0.013,0.129,0.036,35,0,0.011,,0.044
23:19:13:062,1.70082E+14,2.193,3,2000,4.686,15.1,4.194,3.677,12.93,3.592,43,0,0.494,1.118,0.311,0.061,0.136,0.038,35,0,0.423,,0.402
23:19:13:171,1.70082E+14,2.302,2,2500,1.614,15.276,4.243,0.896,13.027,3.619,42,0,0.388,1.161,0.322,0.056,0.142,0.039,35,0,0.239,,0.097
23:19:13:281,1.70082E+14,2.412,11,3000,13.032,16.702,4.639,11.849,14.324,3.979,47,0,0.641,1.231,0.342,0.113,0.154,0.043,35,700,1.779,,1.297
