System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
22:33:09:149,1.63979E+14,0.128,8,2400,11.332,1.454,0.404,8.366,1.073,0.298,51,0,0.442,0.057,0.016,1.811,0.232,0.065,35,650,0.377,,1.073
22:33:09:258,1.63979E+14,0.241,14,2700,11.455,2.747,0.763,8.479,2.031,0.564,52,0,0.535,0.117,0.033,1.765,0.432,0.12,35,700,0.698,,0.958
22:33:09:368,1.63979E+14,0.347,7,2300,11.781,3.995,1.11,8.501,2.931,0.814,52,0,0.449,0.165,0.046,2.095,0.654,0.182,35,700,0.674,,0.9
22:33:09:477,1.6398E+14,0.457,12,2500,11.412,5.243,1.457,8.438,3.854,1.071,50,0,0.645,0.235,0.065,1.656,0.835,0.232,35,700,0.539,,0.923
22:33:09:586,1.6398E+14,0.566,9,2300,11.699,6.521,1.811,8.653,4.799,1.333,52,0,0.516,0.292,0.081,1.871,1.039,0.289,35,500,0.157,,0.945
22:33:09:696,1.6398E+14,0.675,15,2000,12.319,7.867,2.185,9.509,5.838,1.622,49,0,0.717,0.37,0.103,1.568,1.21,0.336,35,700,0.54,,1.039
22:33:09:805,1.6398E+14,0.784,8,2000,11.203,9.092,2.526,7.993,6.712,1.865,50,0,0.428,0.417,0.116,1.917,1.42,0.394,35,500,0.199,,0.874
22:33:09:914,1.63981E+14,0.894,9,2000,11.391,10.338,2.872,8.369,7.627,2.119,51,0,0.538,0.476,0.132,1.846,1.622,0.45,35,600,0.562,,0.915
22:33:10:024,1.63981E+14,1.003,8,2000,11.369,11.58,3.217,8.258,8.53,2.369,50,0,0.442,0.524,0.146,1.955,1.836,0.51,35,500,0.183,,0.903
22:33:10:133,1.63981E+14,1.113,16,2300,12.436,12.946,3.596,9.631,9.588,2.663,53,0,0.732,0.604,0.168,1.512,2.002,0.556,35,550,0.486,,1.058
22:33:10:274,1.63981E+14,1.257,35,2200,11.541,14.613,4.059,8.831,10.863,3.018,51,0,0.768,0.715,0.199,1.442,2.21,0.614,35,500,0.817,,1.275
22:33:10:352,1.63982E+14,1.331,14,2100,12.391,15.53,4.314,9.599,11.573,3.215,49,0,0.786,0.773,0.215,1.434,2.316,0.643,35,500,1.029,,0.71
22:33:10:461,1.63982E+14,1.441,9,2000,10.351,16.661,4.628,7.391,12.381,3.439,50,0,0.471,0.825,0.229,1.714,2.503,0.695,35,500,0.36,,0.808
22:33:10:571,1.63982E+14,1.55,20,2100,12.454,18.027,5.008,9.788,13.455,3.737,52,0,0.813,0.914,0.254,1.407,2.658,0.738,35,550,0.6,,1.074
22:33:10:680,1.63982E+14,1.659,13,2000,12.198,19.357,5.377,9.182,14.456,4.015,53,0,0.606,0.98,0.272,1.815,2.856,0.793,35,450,0.365,,1.001
22:33:10:789,1.63983E+14,1.769,23,2200,12.335,20.712,5.753,9.656,15.516,4.31,51,0,0.938,1.083,0.301,1.308,2.999,0.833,35,700,2.414,,1.06
