System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
23:01:40:992,1.67759E+14,0.11,10,2300,13.646,1.499,0.416,12.343,1.356,0.377,51,0,0.57,0.063,0.017,0.067,0.007,0.002,35,0,0.314,,1.356
23:01:41:102,1.67759E+14,0.219,7,2800,13.369,2.963,0.823,12.247,2.697,0.749,51,0,0.458,0.113,0.031,0.033,0.011,0.003,35,0,0.317,,1.341
23:01:41:211,1.67759E+14,0.329,9,2500,13.353,4.421,1.228,12.129,4.021,1.117,49,0,0.541,0.172,0.048,0.042,0.016,0.004,35,0,0.239,,1.324
23:01:41:320,1.67759E+14,0.438,7,2500,13.341,5.881,1.634,12.097,5.345,1.485,50,0,0.435,0.219,0.061,0.021,0.018,0.005,35,0,0.707,,1.324
23:01:41:430,1.6776E+14,0.547,15,2900,13.267,7.333,2.037,12.079,6.667,1.852,49,0,0.523,0.277,0.077,0.046,0.023,0.006,35,0,0.419,,1.322
23:01:41:539,1.6776E+14,0.657,7,2600,13.665,8.825,2.451,12.392,8.02,2.228,49,0,0.443,0.325,0.09,0.03,0.026,0.007,35,0,0.682,,1.353
23:01:41:649,1.6776E+14,0.766,9,2800,13.528,10.304,2.862,12.365,9.372,2.603,50,0,0.482,0.378,0.105,0.026,0.029,0.008,35,0,0.17,,1.352
23:01:41:758,1.6776E+14,0.875,7,2300,13.204,11.747,3.263,12.042,10.688,2.969,51,0,0.435,0.425,0.118,0.031,0.032,0.009,35,0,0.594,,1.316
23:01:41:867,1.67761E+14,0.985,9,2100,13.437,13.217,3.671,12.157,12.018,3.338,50,0,0.483,0.478,0.133,0.031,0.036,0.01,35,0,0.133,,1.33
23:01:41:977,1.67761E+14,1.094,7,2500,13.18,14.66,4.072,12.048,13.337,3.705,50,0,0.411,0.523,0.145,0.02,0.038,0.011,35,0,0.779,,1.319
23:01:42:086,1.67761E+14,1.203,11,2400,14.227,16.216,4.504,13.04,14.763,4.101,51,0,0.584,0.587,0.163,0.037,0.042,0.012,35,0,0.134,,1.426
