System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:40:39:122, 11247473183102,    0.120,    6.000,  800,   1.790,   0.215,   0.060,   0.851,   0.102,   0.028, 49,  1,   0.431,   0.052,   0.014,   0.029,   0.004,   0.001,  35.000,    0,   0.704
11:40:39:231, 11247714572390,    0.229,    6.000,  800,   1.846,   0.417,   0.116,   0.855,   0.196,   0.054, 49,  1,   0.423,   0.098,   0.027,   0.030,   0.007,   0.002,  35.000,    0,   1.608
11:40:39:341, 11247956232732,    0.339,   10.000,  800,   2.236,   0.662,   0.184,   1.157,   0.322,   0.090, 50,  1,   0.459,   0.148,   0.041,   0.021,   0.009,   0.003,  35.000,    0,   0.481
11:40:39:450, 11248197747800,    0.448,    7.000,  800,   1.917,   0.871,   0.242,   0.926,   0.424,   0.118, 49,  1,   0.453,   0.198,   0.055,   0.018,   0.011,   0.003,  35.000,    0,   0.733
11:40:39:559, 11248438861014,    0.557,   15.000,  800,   2.634,   1.159,   0.322,   1.537,   0.591,   0.164, 49,  1,   0.526,   0.255,   0.071,   0.020,   0.013,   0.004,  35.000,    0,   0.328
11:40:39:669, 11248680763200,    0.667,   11.000,  800,   2.489,   1.431,   0.398,   1.344,   0.739,   0.205, 49,  1,   0.417,   0.301,   0.084,   0.010,   0.014,   0.004,  35.000,    0,   0.535
11:40:39:778, 11248921888104,    0.776,   19.000,  800,   3.126,   1.773,   0.492,   1.922,   0.948,   0.263, 50,  1,   0.575,   0.364,   0.101,   0.011,   0.016,   0.004,  35.000,    0,   0.103
11:40:39:888, 11249163687446,    0.886,    5.000,  800,   1.617,   1.950,   0.542,   0.747,   1.030,   0.286, 50,  1,   0.447,   0.413,   0.115,   0.035,   0.019,   0.005,  35.000,    0,   0.687
11:40:39:997, 11249405501718,    0.995,   10.000,  800,   2.197,   2.191,   0.609,   1.096,   1.150,   0.320, 50,  1,   0.505,   0.468,   0.130,   0.030,   0.023,   0.006,  35.000,    0,   0.558
11:40:40:106, 11249646220467,    1.104,    4.000,  800,   1.753,   2.382,   0.662,   0.784,   1.236,   0.343, 50,  1,   0.455,   0.517,   0.144,   0.028,   0.026,   0.007,  35.000,    0,   0.550
11:40:40:216, 11249887752734,    1.214,   12.000,  800,   2.535,   2.659,   0.739,   1.358,   1.384,   0.385, 50,  1,   0.496,   0.572,   0.159,   0.039,   0.030,   0.008,  35.000,    0,   1.688
11:40:40:325, 11250129301262,    1.323,    3.000,  800,   1.424,   2.815,   0.782,   0.606,   1.451,   0.403, 49,  1,   0.423,   0.618,   0.172,   0.041,   0.034,   0.010,  35.000,    0,   0.986
11:40:40:450, 11250416081790,    1.453,   12.000,  800,   2.223,   3.104,   0.862,   1.197,   1.606,   0.446, 50,  1,   0.492,   0.682,   0.189,   0.035,   0.039,   0.011,  35.000,  350,   0.754
11:40:40:544, 11250612033294,    1.542,   30.000,  800,   3.710,   3.433,   0.954,   2.417,   1.821,   0.506, 50,  1,   0.614,   0.736,   0.205,   0.060,   0.044,   0.012,  35.000,    0,   2.552
11:40:40:653, 11250853378163,    1.651,   22.000,  800,   3.412,   3.806,   1.057,   2.157,   2.056,   0.571, 50,  1,   0.623,   0.805,   0.223,   0.041,   0.049,   0.014,  35.000,    0,   1.405
11:40:40:762, 11251094798444,    1.760,   14.000,  800,   2.781,   4.110,   1.142,   1.546,   2.225,   0.618, 50,  1,   0.532,   0.863,   0.240,   0.046,   0.054,   0.015,  35.000,    0,   1.418
11:40:40:872, 11251336483330,    1.870,    6.000, 2100,   2.982,   4.436,   1.232,   2.008,   2.445,   0.679, 50,  0,   0.420,   0.909,   0.252,   0.042,   0.058,   0.016,  35.000,    0,   0.168
11:40:40:981, 11251577897516,    1.979,    0.000, 1400,   1.350,   4.584,   1.273,   0.669,   2.518,   0.700, 49,  0,   0.335,   0.945,   0.263,   0.011,   0.060,   0.017,  35.000,    0,   0.000
11:40:41:091, 11251819752380,    2.089,    2.000, 2100,   2.986,   4.911,   1.364,   2.267,   2.767,   0.769, 49,  0,   0.383,   0.987,   0.274,   0.050,   0.065,   0.018,  35.000,    0,   0.084
11:40:41:200, 11252060710466,    2.198,    2.000, 2000,   2.582,   5.193,   1.442,   1.724,   2.955,   0.821, 49,  0,   0.377,   1.028,   0.286,   0.044,   0.070,   0.019,  35.000,    0,   0.440
