System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
20:01:22:666, 45743751520582,    0.107,    0.000, 2100,   3.498,   0.373,   0.104,   2.506,   0.267,   0.074, 45,  0,   0.393,   0.042,   0.012,   0.035,   0.004,   0.001,  35.000,    0,   0.346
20:01:22:775, 45743993787458,    0.216,    2.000, 2600,   4.092,   0.822,   0.228,   3.195,   0.618,   0.172, 46,  0,   0.458,   0.092,   0.026,   0.068,   0.011,   0.003,  35.000,    0,   0.271
20:01:22:884, 45744234494554,    0.325,    1.000, 2300,   3.886,   1.246,   0.346,   2.844,   0.928,   0.258, 45,  0,   0.408,   0.137,   0.038,   0.054,   0.017,   0.005,  35.000,    0,   0.286
20:01:22:994, 45744477307243,    0.435,    1.000, 2600,   4.693,   1.762,   0.489,   3.685,   1.333,   0.370, 45,  0,   0.455,   0.187,   0.052,   0.074,   0.025,   0.007,  35.000,    0,   0.404
20:01:23:104, 45744719580022,    0.545,    1.000, 4000,   3.753,   2.173,   0.604,   2.966,   1.658,   0.461, 45,  0,   0.372,   0.227,   0.063,   0.016,   0.027,   0.007,  35.000,    0,   0.000
20:01:23:213, 45744961201043,    0.654,    2.000, 3000,   5.617,   2.788,   0.774,   4.627,   2.165,   0.601, 45,  0,   0.458,   0.278,   0.077,   0.085,   0.036,   0.010,  35.000,    0,   0.224
20:01:23:321, 45745200132021,    0.763,    3.000, 2700,   5.551,   3.389,   0.941,   4.469,   2.648,   0.736, 51,  0,   0.488,   0.331,   0.092,   0.084,   0.045,   0.013,  35.000,    0,   0.260
20:01:23:431, 45745441788120,    0.872,    3.000, 2800,   5.786,   4.022,   1.117,   4.885,   3.183,   0.884, 45,  0,   0.546,   0.390,   0.108,   0.101,   0.056,   0.016,  35.000,    0,   0.640
20:01:23:540, 45745682576291,    0.981,    9.000, 3100,   4.167,   4.476,   1.243,   3.156,   3.527,   0.980, 45,  0,   0.414,   0.435,   0.121,   0.092,   0.067,   0.018,  35.000,    0,   0.843
20:01:23:650, 45745924356790,    1.091,    1.000, 2800,   3.616,   4.872,   1.353,   2.744,   3.828,   1.063, 45,  0,   0.454,   0.485,   0.135,   0.114,   0.079,   0.022,  35.000,    0,   0.703
20:01:23:759, 45746166619149,    1.200,   10.000, 2200,  11.026,   6.082,   1.689,   9.748,   4.897,   1.360, 47,  0,   0.601,   0.551,   0.153,   0.080,   0.088,   0.024,  35.000,  550,   1.576
20:01:23:868, 45746406536968,    1.309,    8.000, 2300,  13.080,   7.503,   2.084,  11.748,   6.174,   1.715, 50,  0,   0.550,   0.611,   0.170,   0.108,   0.099,   0.028,  35.000,    0,   1.470
20:01:23:978, 45746649687154,    1.419,    8.000, 2900,  13.244,   8.962,   2.489,  11.976,   7.492,   2.081, 49,  0,   0.563,   0.673,   0.187,   0.091,   0.109,   0.030,  35.000,    0,   0.812
20:01:24:089, 45746894375934,    1.530,    4.000, 1800,   8.118,   9.862,   2.739,   7.121,   8.282,   2.300, 46,  0,   0.395,   0.717,   0.199,   0.045,   0.114,   0.032,  35.000,    0,   0.333
20:01:24:183, 45747102355668,    1.624,    2.000, 2100,   2.205,  10.069,   2.797,   1.652,   8.437,   2.344, 45,  0,   0.360,   0.750,   0.208,   0.051,   0.119,   0.033,  35.000,    0,   0.095
20:01:24:308, 45747378696271,    1.749,    0.000, 1100,   0.851,  10.176,   2.827,   0.353,   8.482,   2.356, 45,  0,   0.325,   0.791,   0.220,   0.008,   0.120,   0.033,  35.000,    0,   0.000
20:01:24:418, 45747620268668,    1.859,    2.000, 2100,   2.287,  10.426,   2.896,   1.697,   8.667,   2.408, 45,  0,   0.373,   0.832,   0.231,   0.066,   0.127,   0.035,  35.000,    0,   0.147
20:01:24:527, 45747861203492,    1.968,    6.000, 3600,   1.988,  10.643,   2.956,   1.297,   8.809,   2.447, 45,  0,   0.339,   0.869,   0.241,   0.044,   0.132,   0.037,  35.000,    0,   0.404
20:01:24:637, 45748103488306,    2.078,    3.000, 2100,   5.470,  11.243,   3.123,   4.564,   9.310,   2.586, 45,  0,   0.486,   0.922,   0.256,   0.058,   0.139,   0.039,  35.000,    0,   0.353
20:01:24:746, 45748344341145,    2.187,    0.000, 1600,   1.373,  11.393,   3.165,   0.682,   9.384,   2.607, 45,  0,   0.359,   0.961,   0.267,   0.035,   0.143,   0.040,  35.000,    0,   0.193
20:01:24:871, 45748619894710,    2.312,    8.000, 3000,  12.355,  12.935,   3.593,  11.213,  10.783,   2.995, 49,  0,   0.521,   1.026,   0.285,   0.047,   0.148,   0.041,  35.000,    0,   0.250
20:01:24:980, 45748862834188,    2.422,    9.000, 2500,  13.865,  14.460,   4.017,  12.484,  12.157,   3.377, 49,  0,   0.458,   1.077,   0.299,   0.039,   0.153,   0.042,  35.000,    0,   0.113
20:01:25:074, 45749069276304,    2.515,    5.000, 2100,   9.460,  15.345,   4.262,   8.343,  12.937,   3.594, 46,  0,   0.482,   1.122,   0.312,   0.059,   0.158,   0.044,  35.000,    0,   0.342
