System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
20:12:29:170, 47215393677136,    0.108,    1.000, 1800,   3.087,   0.332,   0.092,   2.105,   0.227,   0.063, 43,  0,   0.410,   0.044,   0.012,   0.060,   0.006,   0.002,  35.000, 1050,   0.228
20:12:29:278, 47215631875755,    0.216,    2.000, 4000,   5.039,   0.876,   0.243,   3.955,   0.653,   0.181, 42,  0,   0.490,   0.097,   0.027,   0.074,   0.014,   0.004,  35.000,    0,   0.690
20:12:29:395, 47215890207809,    0.333,    2.000, 1600,   1.812,   1.088,   0.302,   1.068,   0.778,   0.216, 42,  0,   0.377,   0.141,   0.039,   0.029,   0.018,   0.005,  35.000,    0,   0.071
20:12:29:504, 47216131943597,    0.442,    1.000, 2000,   2.685,   1.382,   0.384,   1.960,   0.993,   0.276, 42,  0,   0.398,   0.185,   0.051,   0.055,   0.024,   0.007,  35.000,    0,   0.280
20:12:29:614, 47216374422710,    0.552,    4.000, 4000,   5.303,   1.964,   0.546,   4.488,   1.486,   0.413, 42,  0,   0.501,   0.240,   0.067,   0.029,   0.027,   0.007,  35.000,    0,   0.053
20:12:29:723, 47216615076952,    0.661,    0.000, 1200,   1.434,   2.121,   0.589,   0.795,   1.572,   0.437, 42,  0,   0.344,   0.277,   0.077,   0.038,   0.031,   0.009,  35.000,    0,   0.534
20:12:29:832, 47216855942232,    0.770,   13.000, 2800,  12.133,   3.444,   0.957,  10.946,   2.766,   0.768, 46,  0,   0.481,   0.330,   0.092,   0.034,   0.035,   0.010,  35.000,    0,   0.221
20:12:29:942, 47217097785131,    0.879,    1.000, 2000,   3.084,   3.782,   1.051,   2.392,   3.029,   0.841, 42,  0,   0.372,   0.370,   0.103,   0.031,   0.038,   0.011,  35.000,    0,   0.363
20:12:30:051, 47217339401188,    0.989,    2.000, 2600,   2.271,   4.030,   1.120,   1.601,   3.204,   0.890, 42,  0,   0.401,   0.414,   0.115,   0.062,   0.045,   0.013,  35.000,    0,   0.159
20:12:30:160, 47217580677228,    1.098,    2.000, 3100,   2.095,   4.259,   1.183,   1.202,   3.335,   0.926, 42,  0,   0.361,   0.454,   0.126,   0.046,   0.050,   0.014,  35.000,    0,   0.107
