System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:22:21:821,1.49E+13,0.11,4,2500,5.027,0.551,0.153,4.051,0.444,0.123,51,0,0.488,0.054,0.015,0.051,0.006,0.002,35,0,0.244
13:22:21:930,1.49E+13,0.218,7,2400,11.486,1.799,0.5,10.259,1.558,0.433,52,0,0.417,0.099,0.027,0.044,0.01,0.003,35,0,0.492
13:22:22:039,1.49E+13,0.328,9,2700,12.707,3.195,0.887,11.455,2.817,0.782,44,0,0.489,0.153,0.042,0.046,0.015,0.004,35,600,0.348
13:22:22:149,1.49E+13,0.437,2,2500,5.391,3.783,1.051,4.24,3.28,0.911,44,0,0.446,0.201,0.056,0.102,0.026,0.007,35,0,0.692
13:22:22:258,1.49E+13,0.547,3,2700,4.907,4.321,1.2,4.066,3.725,1.035,43,0,0.445,0.25,0.069,0.066,0.034,0.009,35,0,0.503
13:22:22:368,1.49E+13,0.656,1,2300,4.253,4.785,1.329,3.241,4.079,1.133,44,0,0.447,0.299,0.083,0.053,0.039,0.011,35,0,0.441
13:22:22:477,1.49E+13,0.766,2,2900,4.269,5.254,1.459,3.52,4.465,1.24,43,0,0.429,0.346,0.096,0.045,0.044,0.012,35,0,0.232
13:22:22:586,1.49E+13,0.875,5,2500,8.189,6.144,1.707,7.023,5.229,1.453,48,0,0.462,0.396,0.11,0.057,0.051,0.014,35,0,0.204
13:22:22:695,1.49E+13,0.984,15,2200,15.334,7.818,2.172,14.17,6.776,1.882,50,0,0.541,0.455,0.126,0.017,0.052,0.015,35,0,0.126
13:22:22:805,1.49E+13,1.093,16,2200,14.156,9.367,2.602,12.896,8.187,2.274,47,0,0.547,0.515,0.143,0.032,0.056,0.016,35,0,0.346
13:22:22:914,1.49E+13,1.202,10,2200,11.165,10.588,2.941,9.864,9.265,2.574,52,0,0.637,0.585,0.162,0.08,0.065,0.018,35,0,0.595
13:22:23:023,1.49E+13,1.312,8,2200,12.516,11.955,3.321,11.35,10.506,2.918,53,0,0.365,0.625,0.173,0.034,0.068,0.019,35,0,1.163
13:22:23:133,1.49E+13,1.422,5,3300,6.563,12.677,3.521,5.491,11.109,3.086,45,0,0.427,0.672,0.187,0.037,0.073,0.02,35,600,0.16
13:22:23:242,1.49E+13,1.53,4,2400,4.662,13.184,3.662,3.599,11.501,3.195,52,0,0.38,0.713,0.198,0.041,0.077,0.021,35,0,1.156
13:22:23:352,1.49E+13,1.64,15,3900,12.907,14.603,4.056,11.587,12.775,3.548,44,0,0.689,0.789,0.219,0.152,0.094,0.026,35,0,2.204
13:22:23:461,1.49E+13,1.749,1,2100,2.863,14.915,4.143,1.934,12.985,3.607,43,0,0.42,0.834,0.232,0.085,0.103,0.029,35,0,0.31
13:22:23:570,1.49E+13,1.858,7,2200,9.538,15.956,4.432,8.374,13.899,3.861,49,0,0.571,0.897,0.249,0.056,0.109,0.03,35,0,0.447
13:22:23:680,1.49E+13,1.968,7,2200,14.126,17.5,4.861,13.013,15.322,4.256,51,0,0.407,0.941,0.261,0.006,0.11,0.03,35,0,0
13:22:23:789,1.49E+13,2.077,4,2000,6.066,18.165,5.046,5.008,15.871,4.409,44,0,0.461,0.992,0.275,0.036,0.113,0.032,35,0,0.136
13:22:23:898,1.49E+13,2.187,0,1200,0.671,18.238,5.066,0.314,15.905,4.418,43,0,0.333,1.028,0.286,0.008,0.114,0.032,35,0,0
13:22:24:008,1.49E+13,2.296,3,2000,3.227,18.591,5.164,2.35,16.162,4.49,42,0,0.429,1.075,0.299,0.075,0.123,0.034,35,0,0.157
13:22:24:117,1.49E+13,2.406,3,3600,3.045,18.927,5.258,2.422,16.43,4.564,44,0,0.372,1.116,0.31,0.059,0.129,0.036,35,0,0.751
13:22:24:227,1.49E+13,2.515,1,2200,4.975,19.468,5.408,3.993,16.863,4.684,43,0,0.462,1.166,0.324,0.151,0.146,0.04,35,0,2
13:22:24:336,1.49E+13,2.624,1,2100,2.461,19.737,5.482,1.679,17.047,4.735,43,0,0.389,1.209,0.336,0.08,0.154,0.043,35,0,0.449
13:22:24:445,1.49E+13,2.734,1,1600,2.996,20.064,5.573,2.212,17.288,4.802,42,0,0.417,1.254,0.348,0.059,0.161,0.045,35,0,0.321
