System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:31:49:474,1.61E+13,0.113,12,2500,14.175,1.602,0.445,12.881,1.455,0.404,50,0,0.714,0.081,0.022,0.048,0.005,0.001,35,0,0.363
13:31:49:582,1.61E+13,0.221,7,3500,11.784,2.871,0.797,10.605,2.597,0.722,46,0,0.503,0.135,0.037,0.045,0.01,0.003,35,0,0.454
13:31:49:698,1.61E+13,0.337,2,3500,4.894,3.439,0.955,3.823,3.041,0.845,44,0,0.46,0.188,0.052,0.066,0.018,0.005,35,0,0.427
13:31:49:801,1.61E+13,0.439,1,2100,2.351,3.68,1.022,1.536,3.199,0.889,43,0,0.41,0.23,0.064,0.02,0.02,0.006,35,0,0.083
13:31:49:911,1.61E+13,0.55,2,2000,2.803,3.991,1.109,1.966,3.417,0.949,44,0,0.418,0.277,0.077,0.045,0.025,0.007,35,0,0.265
13:31:50:023,1.61E+13,0.662,4,4000,3.683,4.402,1.223,2.879,3.738,1.038,44,0,0.427,0.324,0.09,0.007,0.026,0.007,35,0,0
13:31:50:133,1.61E+13,0.771,0,4000,2.777,4.706,1.307,1.966,3.954,1.098,43,0,0.395,0.368,0.102,0.042,0.03,0.008,35,0,0.164
13:31:50:243,1.61E+13,0.882,2,2400,2.724,5.006,1.391,2.032,4.178,1.16,43,0,0.399,0.412,0.114,0.017,0.032,0.009,35,0,0.029
13:31:50:348,1.61E+13,0.987,4,2400,9.913,6.047,1.68,8.9,5.112,1.42,49,0,0.411,0.455,0.126,0.044,0.037,0.01,35,0,0.621
13:31:50:457,1.61E+13,1.095,8,2500,13.455,7.51,2.086,12.229,6.442,1.789,49,0,0.488,0.508,0.141,0.025,0.039,0.011,35,0,0.087
13:31:50:569,1.61E+13,1.208,4,2600,8.023,8.411,2.337,6.821,7.208,2.002,45,0,0.448,0.558,0.155,0.049,0.045,0.013,35,0,0.642
13:31:50:680,1.61E+13,1.319,4,2700,8.655,9.375,2.604,7.43,8.035,2.232,45,0,0.514,0.615,0.171,0.036,0.049,0.014,35,0,0.441
13:31:50:792,1.61E+13,1.43,2,3100,7.881,10.252,2.848,6.555,8.765,2.435,46,0,0.466,0.667,0.185,0.077,0.058,0.016,35,0,2.777
13:31:50:896,1.61E+13,1.535,13,2500,12.521,11.566,3.213,11.196,9.939,2.761,47,0,0.801,0.751,0.209,0.146,0.073,0.02,35,0,2.44
