System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:22:28:209, 12713020852254,    0.097,    0.000, 4000,   3.332,   0.325,   0.090,   2.435,   0.237,   0.066, 40,  0,   0.381,   0.037,   0.010,   0.044,   0.004,   0.001,  65.000,    0,   0.100
15:22:28:318, 12713262177454,    0.207,    0.000, 4000,   3.057,   0.659,   0.183,   2.256,   0.484,   0.134, 40,  0,   0.360,   0.076,   0.021,   0.030,   0.008,   0.002,  65.000,    0,   0.059
15:22:28:428, 12713504516110,    0.316,    0.000, 4000,   2.548,   0.938,   0.261,   1.835,   0.685,   0.190, 40,  0,   0.340,   0.114,   0.032,   0.020,   0.010,   0.003,  65.000,    0,   0.047
15:22:28:537, 12713745155533,    0.425,    3.000, 4000,   3.748,   1.347,   0.374,   3.144,   1.028,   0.286, 41,  0,   0.345,   0.151,   0.042,   0.039,   0.014,   0.004,  65.000,    0,   0.195
15:22:28:647, 12713989135547,    0.536,    1.000, 4000,   3.879,   1.775,   0.493,   3.164,   1.378,   0.383, 39,  0,   0.404,   0.196,   0.054,   0.024,   0.017,   0.005,  65.000,    0,   0.185
15:22:28:757, 12714230200545,    0.645,    1.000, 4000,   4.391,   2.255,   0.626,   3.462,   1.755,   0.488, 40,  0,   0.410,   0.241,   0.067,   0.030,   0.020,   0.006,  65.000,    0,   0.061
15:22:28:866, 12714471766073,    0.755,    1.000, 4000,   4.510,   2.748,   0.763,   3.767,   2.168,   0.602, 40,  0,   0.402,   0.285,   0.079,   0.019,   0.022,   0.006,  65.000,    0,   0.049
15:22:28:975, 12714712838907,    0.864,    1.000, 4000,   5.116,   3.307,   0.919,   4.278,   2.635,   0.732, 40,  0,   0.433,   0.332,   0.092,   0.046,   0.027,   0.007,  65.000,    0,   0.137
15:22:29:085, 12714955304753,    0.974,    1.000, 4000,   4.626,   3.815,   1.060,   3.803,   3.052,   0.848, 40,  0,   0.414,   0.378,   0.105,   0.081,   0.036,   0.010,  65.000,    0,   0.328
15:22:29:194, 12715196665007,    1.083,    1.000, 4000,   4.794,   4.339,   1.205,   3.893,   3.478,   0.966, 40,  0,   0.433,   0.425,   0.118,   0.086,   0.045,   0.013,  65.000,    0,   0.286
