System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
14:09:58:639,3.74E+12,0.103,12,2500,14.724,1.521,0.422,13.486,1.393,0.387,50,0,0.623,0.064,0.018,0.04,0.004,0.001,35,600,0.305,,1.393
14:09:58:749,3.74E+12,0.212,3,2000,6.707,2.252,0.626,5.691,2.013,0.559,45,0,0.407,0.109,0.03,0.037,0.008,0.002,35,0,0.208,,0.62
14:09:58:858,3.74E+12,0.322,3,3500,6.029,2.913,0.809,5.028,2.565,0.712,47,0,0.465,0.16,0.044,0.058,0.014,0.004,35,0,0.233,,0.552
14:09:58:967,3.74E+12,0.431,1,1800,2.84,3.223,0.895,2.026,2.786,0.774,45,0,0.381,0.201,0.056,0.065,0.022,0.006,35,0,0.468,,0.221
14:09:59:077,3.74E+12,0.541,3,2500,4.18,3.681,1.022,3.312,3.148,0.875,44,0,0.42,0.247,0.069,0.098,0.032,0.009,35,0,0.392,,0.362
14:09:59:186,3.74E+12,0.65,2,2100,3.764,4.092,1.137,3.019,3.478,0.966,44,0,0.396,0.291,0.081,0.058,0.039,0.011,35,0,0.33,,0.33
14:09:59:296,3.74E+12,0.759,6,2400,3.429,4.468,1.241,2.718,3.776,1.049,44,0,0.384,0.333,0.092,0.063,0.046,0.013,35,0,0.449,,0.298
14:09:59:405,3.74E+12,0.868,0,1600,2.737,4.766,1.324,1.984,3.992,1.109,44,0,0.366,0.372,0.103,0.03,0.049,0.014,35,0,0.123,,0.216
14:09:59:514,3.74E+12,0.978,3,3300,4.344,5.244,1.457,3.643,4.393,1.22,44,0,0.424,0.419,0.116,0.042,0.053,0.015,35,1100,0.114,,0.401
14:09:59:639,3.74E+12,1.103,0,1200,0.922,5.358,1.488,0.444,4.448,1.236,44,0,0.321,0.459,0.127,0.022,0.056,0.016,35,0,0.077,,0.055
14:09:59:733,3.74E+12,1.197,3,3400,2.605,5.604,1.557,2.067,4.643,1.29,44,0,0.365,0.493,0.137,0.036,0.06,0.017,35,0,0.093,,0.195
14:09:59:858,3.74E+12,1.321,0,1100,1.329,5.77,1.603,0.63,4.722,1.312,43,0,0.337,0.535,0.149,0.027,0.063,0.017,35,0,0.062,,0.079
14:09:59:952,3.74E+12,1.415,5,2500,4.673,6.209,1.725,3.971,5.095,1.415,45,0,0.452,0.578,0.161,0.039,0.067,0.018,35,0,0.077,,0.373
