System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
12:52:59:652,1.10E+13,0.105,11,2300,13.673,1.44,0.4,12.409,1.307,0.363,50,0,0.685,0.072,0.02,0.056,0.006,0.002,35,0,0.246
12:52:59:762,1.10E+13,0.216,9,2800,13.771,2.962,0.823,12.427,2.68,0.745,49,0,0.534,0.131,0.036,0.091,0.016,0.004,35,0,1.006
12:52:59:871,1.10E+13,0.324,8,2300,12.19,4.286,1.191,10.976,3.872,1.076,47,0,0.574,0.193,0.054,0.058,0.022,0.006,35,0,0.655
12:52:59:980,1.10E+13,0.434,0,1800,1.729,4.475,1.243,1.009,3.983,1.106,45,0,0.379,0.235,0.065,0.032,0.026,0.007,35,0,0.172
12:53:00:090,1.10E+13,0.543,8,3900,6.165,5.151,1.431,5.176,4.55,1.264,45,0,0.593,0.3,0.083,0.064,0.033,0.009,35,0,0.626
12:53:00:199,1.10E+13,0.652,1,1600,1.956,5.364,1.49,1.242,4.686,1.302,45,0,0.38,0.341,0.095,0.039,0.037,0.01,35,0,0.327
12:53:00:309,1.10E+13,0.762,6,2100,5.341,5.95,1.653,4.297,5.157,1.433,45,0,0.505,0.397,0.11,0.096,0.048,0.013,35,0,0.275
12:53:00:418,1.10E+13,0.871,1,2100,2.428,6.216,1.727,1.612,5.334,1.482,45,0,0.401,0.44,0.122,0.068,0.055,0.015,35,0,0.262
12:53:00:527,1.10E+13,0.98,2,2000,3.786,6.629,1.841,2.911,5.651,1.57,45,0,0.441,0.489,0.136,0.081,0.064,0.018,35,0,0.355
12:53:00:636,1.10E+13,1.09,5,2300,8.759,7.587,2.107,7.796,6.504,1.807,51,0,0.391,0.531,0.148,0.004,0.064,0.018,35,0,0
12:53:00:746,1.10E+13,1.199,11,2100,13.23,9.031,2.509,11.966,7.81,2.169,51,0,0.585,0.595,0.165,0.07,0.072,0.02,35,0,0.822
12:53:00:855,1.10E+13,1.309,6,2300,12.1,10.359,2.878,11.003,9.018,2.505,47,0,0.39,0.638,0.177,0.014,0.074,0.02,35,0,0
12:53:00:965,1.10E+13,1.418,11,3300,8.751,11.318,3.144,7.583,9.849,2.736,46,0,0.706,0.715,0.199,0.192,0.095,0.026,35,0,1.664
12:53:01:074,1.10E+13,1.527,1,2700,3.328,11.681,3.245,2.315,10.101,2.806,45,0,0.462,0.766,0.213,0.047,0.1,0.028,35,0,0.296
12:53:01:183,1.10E+13,1.637,3,2900,4.52,12.177,3.382,3.592,10.495,2.915,45,0,0.478,0.818,0.227,0.049,0.105,0.029,35,0,0.194
12:53:01:293,1.10E+13,1.746,1,2000,2.893,12.492,3.47,1.984,10.711,2.975,45,0,0.39,0.861,0.239,0.045,0.11,0.031,35,0,0.276
12:53:01:402,1.10E+13,1.855,3,2100,3.838,12.912,3.587,3.017,11.042,3.067,45,0,0.438,0.909,0.252,0.051,0.116,0.032,35,0,0.227
12:53:01:511,1.10E+13,1.964,1,2500,2.81,13.219,3.672,2.041,11.264,3.129,45,0,0.382,0.95,0.264,0.045,0.12,0.033,35,0,0.086
12:53:01:621,1.10E+13,2.074,3,2300,5.244,13.792,3.831,4.28,11.732,3.259,45,0,0.464,1.001,0.278,0.073,0.128,0.036,35,0,0.356
12:53:01:730,1.10E+13,2.183,2,2100,4.207,14.252,3.959,3.261,12.089,3.358,45,0,0.394,1.044,0.29,0.032,0.132,0.037,35,0,0.492
12:53:01:840,1.10E+13,2.293,2,2100,4.134,14.705,4.085,3.187,12.438,3.455,45,0,0.437,1.092,0.303,0.052,0.138,0.038,35,0,0.442
