System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
12:14:32:718,5.87E+12,0.111,7,2300,13.7,1.519,0.422,12.492,1.385,0.385,47,0,0.449,0.05,0.014,0.03,0.003,0.001,35,0,0.411
12:14:32:828,5.87E+12,0.22,2,2300,5.03,2.07,0.575,4.095,1.834,0.509,42,0,0.419,0.096,0.027,0.061,0.01,0.003,35,0,0.211
12:14:32:937,5.88E+12,0.33,1,4100,3.274,2.429,0.675,2.247,2.08,0.578,43,0,0.432,0.143,0.04,0.158,0.027,0.008,35,0,1.144
12:14:33:047,5.88E+12,0.439,4,2600,5.293,3.007,0.835,4.248,2.544,0.707,41,0,0.558,0.204,0.057,0.077,0.036,0.01,35,0,1.224
12:14:33:156,5.88E+12,0.548,1,2500,1.473,3.168,0.88,0.769,2.628,0.73,41,0,0.372,0.245,0.068,0.019,0.038,0.011,35,0,0.129
12:14:33:265,5.88E+12,0.658,2,2100,3.695,3.572,0.992,2.905,2.946,0.818,42,0,0.409,0.289,0.08,0.056,0.044,0.012,35,0,0.292
12:14:33:374,5.88E+12,0.767,0,1200,0.684,3.647,1.013,0.336,2.982,0.828,41,0,0.33,0.325,0.09,0.008,0.045,0.012,35,0,0
12:14:33:484,5.88E+12,0.891,15,3500,8.746,4.731,1.314,7.776,3.947,1.096,49,0,0.489,0.386,0.107,0.057,0.052,0.014,35,0,0.185
12:14:33:593,5.88E+12,0.986,4,2100,9.787,5.661,1.572,8.615,4.765,1.323,42,0,0.432,0.427,0.119,0.031,0.055,0.015,35,0,2.591
12:14:33:702,5.88E+12,1.095,2,2000,2.4,5.922,1.645,1.644,4.944,1.373,42,0,0.415,0.472,0.131,0.062,0.062,0.017,35,0,0.243
12:14:33:812,5.88E+12,1.204,2,1800,1.868,6.127,1.702,1.235,5.079,1.411,41,0,0.361,0.512,0.142,0.009,0.063,0.017,35,0,0
12:14:33:921,5.88E+12,1.314,2,1800,3.041,6.459,1.794,2.184,5.318,1.477,41,0,0.419,0.558,0.155,0.062,0.07,0.019,35,0,0.109
12:14:34:030,5.88E+12,1.423,1,4100,0.845,6.552,1.82,0.479,5.37,1.492,41,0,0.352,0.596,0.166,0.006,0.07,0.019,35,0,0
12:14:34:140,5.88E+12,1.532,1,1600,2.329,6.806,1.891,1.675,5.553,1.542,40,0,0.366,0.636,0.177,0.053,0.076,0.021,35,0,0.145
12:14:34:733,5.88E+12,2.134,28,2100,12.784,14.495,4.026,11.49,12.464,3.462,47,0,0.848,1.146,0.318,0.077,0.122,0.034,35,0,2.29
12:14:35:061,5.88E+12,2.457,19,2800,14.889,19.303,5.362,13.692,16.886,4.691,49,0,0.507,1.31,0.364,0.018,0.128,0.036,35,0,0.343
12:14:35:124,5.88E+12,2.517,17,2400,13.214,20.096,5.582,11.828,17.595,4.888,47,0,0.747,1.355,0.376,0.06,0.132,0.037,35,0,0.864
12:14:35:233,5.88E+12,2.626,13,2300,13.936,21.615,6.004,12.762,18.987,5.274,53,0,0.56,1.416,0.393,0.017,0.134,0.037,35,0,2.406
12:14:35:343,5.88E+12,2.735,11,2100,13.155,23.053,6.404,11.835,20.281,5.634,50,0,0.53,1.474,0.409,0.037,0.138,0.038,35,0,0.165
