System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:28:54:738, 214197949709591,    0.121,    2.000, 3100,   6.066,   0.731,   0.203,   4.986,   0.601,   0.167, 46,  0,   0.516,   0.062,   0.017,   0.102,   0.012,   0.003,  35.000,    0,   1.434
14:28:54:847, 214198192756537,    0.231,    4.000, 3100,   5.970,   1.388,   0.386,   4.965,   1.148,   0.319, 46,  0,   0.530,   0.121,   0.033,   0.140,   0.028,   0.008,  35.000,    0,   1.838
14:28:54:956, 214198432915779,    0.339,    4.000, 3100,   5.838,   2.023,   0.562,   4.809,   1.671,   0.464, 46,  0,   0.498,   0.175,   0.049,   0.126,   0.041,   0.011,  35.000,    0,   2.022
14:28:55:064, 214198671073641,    0.447,   10.000, 2500,  12.714,   3.395,   0.943,  11.330,   2.893,   0.804, 50,  0,   0.680,   0.248,   0.069,   0.140,   0.057,   0.016,  35.000,    0,   2.421
14:28:55:175, 214198914179405,    0.557,   10.000, 2600,  12.959,   4.822,   1.339,  11.657,   4.176,   1.160, 50,  0,   0.644,   0.319,   0.089,   0.091,   0.067,   0.018,  35.000,    0,   1.746
14:28:55:282, 214199151952576,    0.665,   13.000, 2600,  13.642,   6.291,   1.747,  12.207,   5.491,   1.525, 51,  0,   0.705,   0.395,   0.110,   0.121,   0.080,   0.022,  35.000,    0,   2.212
14:28:55:391, 214199391795726,    0.774,   10.000, 3000,  13.549,   7.762,   2.156,  12.323,   6.829,   1.897, 51,  0,   0.615,   0.462,   0.128,   0.091,   0.089,   0.025,  35.000,    0,   1.439
14:28:55:502, 214199636885473,    0.885,    9.000, 2500,  13.036,   9.209,   2.558,  11.685,   8.126,   2.257, 51,  0,   0.644,   0.533,   0.148,   0.128,   0.104,   0.029,  35.000,    0,   1.971
14:28:55:611, 214199878360367,    0.994,   11.000, 2600,  13.437,  10.679,   2.966,  12.079,   9.447,   2.624, 51,  0,   0.631,   0.602,   0.167,   0.054,   0.109,   0.030,  35.000,    0,   0.414
14:28:55:722, 214200123454269,    1.105,    9.000, 2300,  12.574,  12.075,   3.354,  11.256,  10.697,   2.971, 50,  0,   0.680,   0.678,   0.188,   0.069,   0.117,   0.033,  35.000,    0,   0.775
14:28:55:830, 214200361929007,    1.213,   13.000, 2600,  12.435,  13.418,   3.727,  11.135,  11.899,   3.305, 50,  0,   0.769,   0.761,   0.211,   0.029,   0.120,   0.033,  35.000,    0,   0.205
14:28:55:949, 214200623854471,    1.332,   15.000, 2100,  12.504,  14.901,   4.139,  11.188,  13.227,   3.674, 49,  0,   0.708,   0.845,   0.235,   0.118,   0.134,   0.037,  35.000,  600,   2.739
14:28:56:048, 214200843154412,    1.431,    7.000, 2900,   9.990,  15.893,   4.415,   8.512,  14.072,   3.909, 48,  0,   0.659,   0.910,   0.253,   0.141,   0.148,   0.041,  35.000,    0,   2.668
14:28:56:160, 214201089895127,    1.543,    2.000, 3000,   4.564,  16.403,   4.556,   3.544,  14.468,   4.019, 47,  0,   0.488,   0.965,   0.268,   0.115,   0.161,   0.045,  35.000,    0,   1.555
14:28:56:267, 214201326805872,    1.650,   11.000, 2800,   9.657,  17.439,   4.844,   8.434,  15.373,   4.270, 50,  0,   0.670,   1.037,   0.288,   0.146,   0.177,   0.049,  35.000,    0,   2.149
14:28:56:377, 214201568475661,    1.760,    3.000, 3700,   6.312,  18.130,   5.036,   4.641,  15.881,   4.411, 46,  0,   0.502,   1.092,   0.303,   0.678,   0.251,   0.070,  35.000,    0,   5.372
14:28:56:487, 214201811278175,    1.869,    6.000, 3000,   8.165,  19.028,   5.286,   6.957,  16.646,   4.624, 47,  0,   0.622,   1.160,   0.322,   0.157,   0.268,   0.075,  35.000,    0,   1.727
14:28:56:598, 214202055827629,    1.980,    2.000, 3800,   4.637,  19.542,   5.428,   3.639,  17.049,   4.736, 47,  0,   0.486,   1.214,   0.337,   0.137,   0.283,   0.079,  35.000,    0,   1.558
14:28:56:707, 214202298467805,    2.090,    5.000, 2800,   8.037,  20.425,   5.674,   6.887,  17.806,   4.946, 50,  0,   0.564,   1.276,   0.354,   0.112,   0.296,   0.082,  35.000,    0,   1.953
14:28:56:815, 214202535262007,    2.197,    8.000, 2900,  13.727,  21.897,   6.083,  12.345,  19.130,   5.314, 50,  0,   0.571,   1.337,   0.371,   0.089,   0.305,   0.085,  35.000,    0,   1.591
14:28:56:948, 214202829760559,    2.331,   15.000, 2400,  13.055,  23.638,   6.566,  11.729,  20.694,   5.748, 51,  0,   0.640,   1.422,   0.395,   0.119,   0.321,   0.089,  35.000,    0,   2.384
14:28:57:033, 214203016614539,    2.415,    3.000, 3900,   5.965,  24.143,   6.706,   4.977,  21.115,   5.865, 46,  0,   0.489,   1.464,   0.407,   0.103,   0.330,   0.092,  35.000,    0,   1.456
14:28:57:141, 214203255580513,    2.524,    9.000, 2700,  10.345,  25.263,   7.017,   9.036,  22.093,   6.137, 49,  0,   0.682,   1.538,   0.427,   0.125,   0.343,   0.095,  35.000,    0,   1.993
14:28:57:251, 214203499247682,    2.634,   19.000, 2300,  11.863,  26.572,   7.381,  10.583,  23.261,   6.461, 50,  0,   0.614,   1.605,   0.446,   0.127,   0.357,   0.099,  35.000,    0,   1.787
14:28:57:371, 214203763743169,    2.754,   84.000, 2600,  13.458,  28.184,   7.829,  11.906,  24.687,   6.858, 49,  0,   0.973,   1.722,   0.478,   0.214,   0.383,   0.106,  35.000,    0,   7.184
14:28:57:473, 214203990012365,    2.856,    9.000, 3000,   9.177,  29.124,   8.090,   7.667,  25.473,   7.076, 47,  0,   0.688,   1.792,   0.498,   0.428,   0.427,   0.119,  35.000,    0,  11.257
14:28:57:579, 214204222190573,    2.961,    3.000, 4000,   5.148,  29.666,   8.240,   3.855,  25.878,   7.188, 46,  0,   0.526,   1.848,   0.513,   0.309,   0.459,   0.128,  35.000,    0,   6.948
14:28:57:694, 214204478161859,    3.077,    2.000, 2900,   2.854,  29.997,   8.332,   2.099,  26.122,   7.256, 48,  0,   0.390,   1.893,   0.526,   0.044,   0.464,   0.129,  35.000,    0,   0.679
14:28:57:803, 214204717220725,    3.186,    8.000, 3000,  13.725,  31.483,   8.745,  12.377,  27.462,   7.628, 51,  0,   0.514,   1.949,   0.541,   0.062,   0.471,   0.131,  35.000,    0,   0.637
14:28:57:907, 214204948097810,    3.290,    8.000, 2300,  13.289,  32.872,   9.131,  12.184,  28.736,   7.982, 51,  0,   0.460,   1.997,   0.555,   0.033,   0.475,   0.132,  35.000,    0,   0.253
14:28:58:019, 214205193815083,    3.401,    9.000, 2800,  13.574,  34.383,   9.551,  12.154,  30.088,   8.358, 51,  0,   0.603,   2.064,   0.573,   0.118,   0.488,   0.136,  35.000,    0,   2.126
14:28:58:128, 214205436402126,    3.511,   10.000, 2400,  13.241,  35.838,   9.955,  12.044,  31.412,   8.725, 52,  0,   0.597,   2.129,   0.592,   0.076,   0.496,   0.138,  35.000,  500,   1.232
14:28:58:239, 214205681221617,    3.622,    8.000, 2800,  13.409,  37.324,  10.368,  12.071,  32.750,   9.097, 51,  0,   0.550,   2.190,   0.608,   0.092,   0.506,   0.141,  35.000,    0,   1.510
