System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:34:00:069, 214872123469899,    0.112,    5.000, 2600,   8.853,   0.993,   0.276,   4.946,   0.555,   0.154, 48,  0,   0.545,   0.061,   0.017,   2.640,   0.296,   0.082,  35.000, 1000,   2.098
14:34:00:177, 214872360614263,    0.220,   11.000, 2600,  12.795,   2.368,   0.658,   9.454,   1.570,   0.436, 50,  0,   0.477,   0.112,   0.031,   2.208,   0.533,   0.148,  35.000,  700,   1.566
14:34:00:287, 214872605010006,    0.330,    6.000, 2900,  10.385,   3.517,   0.977,   6.554,   2.296,   0.638, 48,  0,   0.438,   0.161,   0.045,   2.629,   0.824,   0.229,  35.000,  700,   1.889
14:34:00:394, 214872840410671,    0.437,    4.000, 2900,   8.940,   4.470,   1.242,   5.168,   2.847,   0.791, 48,  0,   0.519,   0.216,   0.060,   2.611,   1.103,   0.306,  35.000,  950,   1.534
14:34:00:502, 214873078137756,    0.545,    6.000, 2300,   8.722,   5.409,   1.503,   4.802,   3.364,   0.934, 51,  0,   0.472,   0.267,   0.074,   2.741,   1.398,   0.388,  35.000,  450,   2.112
14:34:00:617, 214873331418631,    0.659,   18.000, 2300,  12.096,   6.797,   1.888,   9.399,   4.442,   1.234, 50,  0,   0.695,   0.347,   0.096,   1.430,   1.562,   0.434,  35.000,  600,   2.534
14:34:00:719, 214873558150841,    0.762,   11.000, 2100,  10.198,   7.844,   2.179,   7.493,   5.211,   1.448, 49,  0,   0.674,   0.416,   0.115,   1.504,   1.716,   0.477,  35.000,  550,   2.370
14:34:00:832, 214873807944411,    0.875,   12.000, 2600,  10.315,   9.011,   2.503,   7.366,   6.045,   1.679, 48,  0,   0.787,   0.505,   0.140,   1.594,   1.897,   0.527,  35.000,  650,   2.238
14:34:00:955, 214874080778425,    0.999,    9.000, 2200,   9.760,  10.217,   2.838,   6.226,   6.814,   1.893, 50,  0,   0.523,   0.569,   0.158,   2.392,   2.192,   0.609,  35.000,  650,   2.906
14:34:01:052, 214874293697519,    1.095,   15.000, 2200,  11.656,  11.341,   3.150,   8.701,   7.653,   2.126, 53,  0,   0.732,   0.640,   0.178,   1.719,   2.358,   0.655,  35.000,  550,   2.484
14:34:01:157, 214874524845755,    1.200,    7.000, 2300,  12.104,  12.608,   3.502,   8.425,   8.535,   2.371, 50,  0,   0.450,   0.687,   0.191,   2.439,   2.613,   0.726,  35.000,  800,   2.039
14:34:01:266, 214874766436223,    1.309,   13.000, 2400,  10.763,  13.786,   3.829,   7.692,   9.377,   2.605, 49,  0,   0.676,   0.761,   0.211,   1.776,   2.808,   0.780,  35.000,  650,   6.748
14:34:01:379, 214875013616881,    1.421,    2.000, 2600,   7.780,  14.657,   4.071,   3.685,   9.789,   2.719, 48,  0,   0.462,   0.813,   0.226,   2.909,   3.133,   0.870,  35.000,  950,   5.650
14:34:01:488, 214875257891917,    1.532,    4.000, 2900,   8.932,  15.645,   4.346,   5.182,  10.363,   2.878, 48,  0,   0.479,   0.866,   0.240,   2.614,   3.423,   0.951,  35.000,  700,   1.499
14:34:01:595, 214875493015801,    1.638,    5.000, 2600,   9.318,  16.637,   4.621,   5.161,  10.912,   3.031, 55,  0,   0.367,   0.905,   0.251,   2.976,   3.740,   1.039,  35.000,  800,   0.436
14:34:01:708, 214875742578501,    1.751,   10.000, 2300,  12.528,  18.053,   5.015,   9.202,  11.952,   3.320, 53,  0,   0.451,   0.956,   0.266,   2.146,   3.982,   1.106,  35.000,  800,   0.361
14:34:01:819, 214875985778926,    1.861,    1.000, 2100,   7.246,  18.851,   5.236,   2.767,  12.257,   3.405, 48,  0,   0.321,   0.991,   0.275,   3.339,   4.350,   1.208,  35.000,  850,   0.000
14:34:01:941, 214876256011239,    1.984,    8.000, 3300,   8.386,  19.878,   5.522,   4.409,  12.797,   3.555, 52,  0,   0.412,   1.042,   0.289,   2.877,   4.702,   1.306,  35.000,  850,   0.654
14:34:02:035, 214876464214971,    2.078,    6.000, 2100,   8.635,  20.692,   5.748,   4.726,  13.242,   3.678, 48,  0,   0.535,   1.092,   0.303,   2.587,   4.946,   1.374,  35.000,  500,   2.997
14:34:02:145, 214876707469007,    2.188,    9.000, 2600,   9.294,  21.716,   6.032,   6.363,  13.943,   3.873, 49,  0,   0.563,   1.154,   0.321,   1.724,   5.136,   1.427,  35.000,  950,   3.667
14:34:02:251, 214876941727700,    2.294,   24.000, 2000,  11.016,  22.885,   6.357,   8.358,  14.830,   4.119, 50,  0,   0.781,   1.237,   0.344,   1.404,   5.285,   1.468,  35.000,  450,   2.244
14:34:02:389, 214877245512519,    2.432,  166.000, 2000,  15.178,  24.973,   6.937,  12.666,  16.573,   4.604, 50,  0,   1.280,   1.413,   0.393,   1.157,   5.444,   1.512,  35.000,  450,   7.391
14:34:02:470, 214877424046747,    2.513,   31.000, 2000,  13.260,  26.045,   7.235,  10.550,  17.426,   4.840, 51,  0,   1.185,   1.509,   0.419,   1.240,   5.544,   1.540,  35.000,  450,  11.544
14:34:02:584, 214877674671219,    2.626,    3.000, 2600,   7.872,  26.938,   7.483,   3.733,  17.849,   4.958, 48,  0,   0.575,   1.574,   0.437,   2.867,   5.870,   1.631,  35.000,  950,   7.958
14:34:02:688, 214877907015060,    2.732,    5.000, 2900,   8.982,  27.884,   7.745,   5.222,  18.399,   5.111, 48,  0,   0.534,   1.631,   0.453,   2.589,   6.142,   1.706,  35.000,  550,   3.495
14:34:02:800, 214878152223568,    2.843,    1.000, 2900,   7.594,  28.727,   7.980,   3.292,  18.765,   5.212, 48,  0,   0.404,   1.676,   0.465,   3.127,   6.490,   1.803,  35.000,  850,   1.285
14:34:02:911, 214878398563747,    2.954,    3.000, 2300,   8.475,  29.672,   8.242,   4.477,  19.264,   5.351, 48,  0,   0.479,   1.729,   0.480,   2.779,   6.800,   1.889,  35.000,  950,   1.648
14:34:03:019, 214878635420559,    3.061,    9.000, 2300,  12.182,  30.979,   8.605,   8.636,  20.190,   5.608, 57,  0,   0.443,   1.776,   0.493,   2.419,   7.059,   1.961,  35.000,  550,   2.267
14:34:03:131, 214878884424157,    3.174,   11.000, 2800,  12.005,  32.333,   8.981,   8.555,  21.155,   5.876, 49,  0,   0.614,   1.846,   0.513,   2.199,   7.307,   2.030,  35.000,  800,   1.940
14:34:03:237, 214879117990953,    3.280,    6.000, 2500,   9.677,  33.357,   9.266,   6.301,  21.822,   6.062, 51,  0,   0.481,   1.897,   0.527,   2.267,   7.547,   2.096,  35.000,  500,   1.649
14:34:03:345, 214879357484521,    3.388,   11.000, 2500,  11.389,  34.592,   9.609,   8.376,  22.730,   6.314, 50,  0,   0.632,   1.965,   0.546,   1.738,   7.735,   2.149,  35.000,  700,   1.784
14:34:03:454, 214879596798375,    3.497,    7.000, 2000,   9.953,  35.671,   9.909,   6.633,  23.449,   6.514, 49,  0,   0.551,   2.025,   0.562,   2.155,   7.969,   2.214,  35.000,  450,   1.496
14:34:03:565, 214879841775286,    3.608,    2.000, 2100,   7.807,  36.537,  10.149,   3.611,  23.850,   6.625, 49,  0,   0.423,   2.072,   0.576,   3.001,   8.302,   2.306,  35.000, 1050,   0.828
14:34:03:676, 214880086619258,    3.719,    4.000, 2300,   7.476,  37.366,  10.379,   3.134,  24.197,   6.721, 48,  0,   0.373,   2.113,   0.587,   3.219,   8.659,   2.405,  35.000,  550,   0.000
14:34:03:782, 214880322125422,    3.825,   20.000, 2000,  11.136,  38.554,  10.709,   8.399,  25.093,   6.970, 50,  0,   0.880,   2.207,   0.613,   1.377,   8.806,   2.446,  35.000,  550,   3.739
14:34:03:895, 214880570773221,    3.938,   11.000, 2200,  11.132,  39.807,  11.058,   8.069,  26.002,   7.223, 51,  0,   0.448,   2.257,   0.627,   1.946,   9.025,   2.507,  35.000,  500,   1.356
14:34:04:005, 214880814326732,    4.048,   11.000, 2500,  12.182,  41.151,  11.431,   9.080,  27.003,   7.501, 51,  0,   0.668,   2.331,   0.648,   1.772,   9.220,   2.561,  35.000,  700,  11.947
14:34:04:112, 214881050450236,    4.155,    4.000, 2300,   8.179,  42.026,  11.674,   4.121,  27.444,   7.623, 48,  0,   0.494,   2.384,   0.662,   2.865,   9.527,   2.646,  35.000,  800,   4.185
14:34:04:222, 214881291621797,    4.264,    2.000, 2100,   7.930,  42.892,  11.914,   3.781,  27.857,   7.738, 48,  0,   0.464,   2.435,   0.676,   2.991,   9.853,   2.737,  35.000, 1050,   3.097
14:34:04:331, 214881532076462,    4.373,    4.000, 2600,   8.425,  43.809,  12.169,   4.344,  28.330,   7.869, 48,  0,   0.457,   2.484,   0.690,   2.894,  10.168,   2.825,  35.000,  850,   1.519
14:34:04:445, 214881784968619,    4.488,    2.000, 2900,   7.995,  44.725,  12.424,   3.859,  28.772,   7.992, 48,  0,   0.433,   2.534,   0.704,   2.999,  10.512,   2.920,  35.000,  950,   1.755
14:34:04:551, 214882018710902,    4.594,    6.000, 2500,   9.849,  45.768,  12.713,   6.060,  29.414,   8.170, 48,  0,   0.504,   2.587,   0.719,   2.513,  10.778,   2.994,  35.000,  950,   1.663
14:34:04:659, 214882257728217,    4.702,    3.000, 3200,   8.738,  46.714,  12.976,   4.842,  29.938,   8.316, 48,  0,   0.513,   2.643,   0.734,   2.710,  11.071,   3.075,  35.000, 1000,   2.276
14:34:04:767, 214882495301665,    4.810,   12.000, 2000,  12.241,  48.031,  13.342,   8.863,  30.891,   8.581, 51,  0,   0.522,   2.699,   0.750,   2.178,  11.306,   3.140,  35.000,  600,   1.792
14:34:04:877, 214882738771370,    4.920,    5.000, 2400,   9.452,  49.073,  13.631,   5.867,  31.538,   8.761, 50,  0,   0.505,   2.755,   0.765,   2.425,  11.573,   3.215,  35.000,  650,   2.652
14:34:04:985, 214882979198358,    5.029,   30.000, 2000,  11.782,  50.356,  13.988,   9.017,  32.520,   9.033, 50,  0,   0.835,   2.846,   0.791,   1.466,  11.733,   3.259,  35.000,  450,   4.762
14:34:05:095, 214883219748306,    5.138,   32.000, 2100,  12.377,  51.704,  14.362,   9.789,  33.587,   9.330, 50,  0,   1.035,   2.959,   0.822,   1.264,  11.870,   3.297,  35.000,  500,  14.042
14:34:05:205, 214883464184364,    5.248,   17.000, 2300,  11.305,  52.956,  14.710,   8.538,  34.532,   9.592, 49,  0,   0.838,   3.051,   0.848,   1.392,  12.024,   3.340,  35.000,  600,  11.668
14:34:05:319, 214883713914507,    5.361,    9.000, 2300,   9.827,  54.067,  15.019,   6.722,  35.292,   9.803, 49,  0,   0.556,   3.114,   0.865,   1.881,  12.237,   3.399,  35.000,  550,   8.952
14:34:05:423, 214883944441539,    5.466,   10.000, 2800,  10.143,  55.126,  15.313,   7.257,  36.050,  10.014, 49,  0,   0.656,   3.183,   0.884,   1.681,  12.413,   3.448,  35.000,  850,  10.095
14:34:05:532, 214884185514628,    5.575,    6.000, 2400,   9.645,  56.180,  15.605,   6.489,  36.758,  10.211, 49,  0,   0.505,   3.238,   0.899,   1.955,  12.626,   3.507,  35.000,  850,   9.362
14:34:05:641, 214884426427167,    5.684,    9.000, 2200,   9.874,  57.257,  15.905,   6.849,  37.505,  10.418, 49,  0,   0.567,   3.300,   0.917,   1.724,  12.814,   3.559,  35.000,  600,   9.298
14:34:05:755, 214884676899703,    5.798,    9.000, 2500,   9.366,  58.319,  16.200,   6.517,  38.245,  10.624, 49,  0,   0.594,   3.367,   0.935,   1.661,  13.003,   3.612,  35.000,  850,   8.639
14:34:05:865, 214884920389703,    5.908,   14.000, 2000,  10.237,  59.448,  16.513,   7.399,  39.061,  10.850, 50,  0,   0.708,   3.445,   0.957,   1.570,  13.176,   3.660,  35.000,  500,   8.393
14:34:05:976, 214885166532119,    6.019,   20.000, 2700,  10.189,  60.584,  16.829,   7.516,  39.899,  11.083, 49,  0,   0.776,   3.532,   0.981,   1.358,  13.327,   3.702,  35.000,  500,  10.528
14:34:06:082, 214885399089827,    6.125,   16.000, 2500,  10.697,  61.711,  17.142,   8.056,  40.747,  11.319, 49,  0,   0.875,   3.624,   1.007,   1.350,  13.469,   3.741,  35.000,  700,  10.209
14:34:06:188, 214885634041304,    6.231,   10.000, 2700,   9.621,  62.735,  17.426,   6.666,  41.456,  11.516, 49,  0,   0.591,   3.687,   1.024,   1.667,  13.647,   3.791,  35.000,  700,   9.547
14:34:06:301, 214885883857589,    6.344,    7.000, 2300,   9.635,  63.825,  17.729,   6.697,  42.214,  11.726, 49,  0,   0.595,   3.754,   1.043,   1.719,  13.841,   3.845,  35.000,  550,  10.559
14:34:06:410, 214886124243129,    6.453,   11.000, 2100,   9.598,  64.870,  18.019,   6.524,  42.924,  11.923, 50,  0,   0.546,   3.814,   1.059,   1.842,  14.042,   3.900,  35.000,  450,  10.126
14:34:06:520, 214886367148390,    6.563,    8.000, 2200,  10.222,  65.994,  18.332,   7.262,  43.723,  12.145, 49,  0,   0.649,   3.885,   1.079,   1.715,  14.230,   3.953,  35.000,  500,  10.070
14:34:06:630, 214886610203935,    6.673,   11.000, 2300,   9.755,  67.068,  18.630,   6.697,  44.461,  12.350, 49,  0,   0.562,   3.947,   1.096,   1.839,  14.433,   4.009,  35.000,  800,   9.669
14:34:06:737, 214886844817809,    6.779,    7.000, 2400,   9.872,  68.117,  18.921,   6.974,  45.202,  12.556, 49,  0,   0.620,   4.013,   1.115,   1.699,  14.613,   4.059,  35.000,  700,   9.678
14:34:06:849, 214887093452911,    6.892,   12.000, 2100,   9.786,  69.219,  19.227,   6.798,  45.967,  12.769, 49,  0,   0.559,   4.076,   1.132,   1.723,  14.807,   4.113,  35.000,  550,   9.524
14:34:06:968, 214887356468469,    7.011,   15.000, 2100,  10.621,  70.484,  19.579,   7.931,  46.912,  13.031, 49,  0,   0.708,   4.160,   1.156,   1.431,  14.978,   4.161,  35.000,  450,   9.187
14:34:07:064, 214887567546034,    7.107,   12.000, 2300,  10.387,  71.477,  19.855,   7.552,  47.634,  13.232, 50,  0,   0.659,   4.223,   1.173,   1.652,  15.136,   4.204,  35.000,  700,   9.976
14:34:07:175, 214887811766177,    7.217,    7.000, 2100,   9.821,  72.563,  20.156,   6.654,  48.370,  13.436, 49,  0,   0.551,   4.284,   1.190,   1.892,  15.345,   4.263,  35.000,  700,   9.741
14:34:07:288, 214888061546127,    7.331,    9.000, 2000,   9.628,  73.652,  20.459,   6.679,  49.125,  13.646, 50,  0,   0.553,   4.346,   1.207,   1.764,  15.545,   4.318,  35.000,  500,  10.454
14:34:07:396, 214888300315871,    7.439,    7.000, 2400,   9.681,  74.699,  20.750,   6.543,  49.833,  13.842, 49,  0,   0.529,   4.404,   1.223,   1.929,  15.753,   4.376,  35.000,  700,   9.379
14:34:07:505, 214888540161697,    7.547,    8.000, 2300,   9.807,  75.765,  21.046,   6.755,  50.567,  14.046, 51,  0,   0.552,   4.464,   1.240,   1.814,  15.950,   4.431,  35.000,  600,   9.491
14:34:07:611, 214888776224507,    7.654,    6.000, 2400,   9.407,  76.770,  21.325,   6.236,  51.233,  14.231, 49,  0,   0.494,   4.517,   1.255,   1.958,  16.160,   4.489,  35.000,  700,   8.369
14:34:07:721, 214889018721067,    7.764,    9.000, 2500,   9.837,  77.851,  21.625,   6.843,  51.985,  14.440, 49,  0,   0.548,   4.577,   1.271,   1.769,  16.354,   4.543,  35.000,  700,   8.327
14:34:07:832, 214889262575446,    7.874,    7.000, 2400,   9.406,  78.890,  21.914,   6.308,  52.682,  14.634, 49,  0,   0.492,   4.631,   1.286,   1.920,  16.566,   4.602,  35.000,  550,   8.068
14:34:07:981, 214889592308683,    8.024,   14.000, 2400,  10.254,  80.421,  22.339,   7.423,  53.790,  14.942, 51,  0,   0.675,   4.732,   1.314,   1.608,  16.806,   4.668,  35.000,  700,   9.808
14:34:08:053, 214889750958464,    8.096,    7.000, 2200,   9.651,  81.114,  22.532,   6.531,  54.259,  15.072, 49,  0,   0.516,   4.769,   1.325,   1.899,  16.943,   4.706,  35.000,  700,  11.161
14:34:08:161, 214889988792041,    8.203,   12.000, 2500,  10.441,  82.239,  22.844,   7.476,  55.065,  15.296, 50,  0,   0.716,   4.846,   1.346,   1.675,  17.123,   4.756,  35.000,  700,   9.673
14:34:08:268, 214890225920913,    8.311,    7.000, 2500,   9.378,  83.246,  23.124,   6.260,  55.737,  15.482, 49,  0,   0.494,   4.899,   1.361,   1.949,  17.332,   4.815,  35.000,  550,   9.636
