System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:15:33:143, 212428023604397,    0.114,    9.000, 2400,  11.305,   1.286,   0.357,   8.185,   0.931,   0.259, 45,  0,   0.565,   0.064,   0.018,   1.885,   0.214,   0.060,  35.000,  700,   1.833
14:15:33:252, 212428264675125,    0.223,    3.000, 2300,   8.053,   2.165,   0.601,   4.196,   1.389,   0.386, 46,  0,   0.474,   0.116,   0.032,   2.665,   0.505,   0.140,  35.000,  950,   2.232
14:15:33:364, 212428512186914,    0.335,    2.000, 2900,   7.574,   3.014,   0.837,   3.498,   1.781,   0.495, 44,  0,   0.416,   0.163,   0.045,   2.920,   0.833,   0.231,  35.000,  650,   1.198
14:15:33:471, 212428747033345,    0.441,    4.000, 3200,   9.102,   3.982,   1.106,   5.480,   2.364,   0.657, 45,  0,   0.500,   0.216,   0.060,   2.381,   1.086,   0.302,  35.000,  950,   3.061
14:15:33:581, 212428991186063,    0.552,    5.000, 2200,   7.978,   4.864,   1.351,   3.612,   2.763,   0.768, 46,  0,   0.447,   0.265,   0.074,   3.235,   1.444,   0.401,  35.000,  550,   0.318
14:15:33:691, 212429234731347,    0.662,    3.000, 2100,   8.217,   5.771,   1.603,   4.057,   3.211,   0.892, 46,  0,   0.481,   0.318,   0.088,   2.980,   1.772,   0.492,  35.000, 1050,   0.158
14:15:33:797, 212429469914212,    0.769,    2.000, 2400,   7.417,   6.561,   1.822,   3.030,   3.534,   0.982, 47,  0,   0.352,   0.356,   0.099,   3.223,   2.116,   0.588,  35.000,  600,   0.039
14:15:33:907, 212429710843495,    0.878,    2.000, 3200,   7.721,   7.403,   2.056,   3.558,   3.922,   1.089, 45,  0,   0.396,   0.399,   0.111,   2.990,   2.442,   0.678,  35.000,  950,   1.214
14:15:34:017, 212429953296200,    0.988,    7.000, 2500,   9.890,   8.489,   2.358,   6.292,   4.613,   1.281, 45,  0,   0.510,   0.455,   0.126,   2.341,   2.699,   0.750,  35.000,  700,   2.680
14:15:34:129, 212430201770583,    1.100,    2.000, 3200,   7.664,   9.352,   2.598,   3.466,   5.003,   1.390, 45,  0,   0.414,   0.502,   0.139,   3.060,   3.043,   0.845,  35.000, 1000,   0.923
