System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:39:10:719, 215558039374196,    0.124,    5.000, 2400,   9.963,   1.236,   0.343,   6.481,   0.804,   0.223, 45,  0,   0.544,   0.067,   0.019,   2.265,   0.281,   0.078,  35.000,  800,   1.863
14:39:10:835, 215558294423111,    0.240,    3.000, 2600,   9.068,   2.283,   0.634,   5.498,   1.439,   0.400, 45,  0,   0.505,   0.126,   0.035,   2.377,   0.555,   0.154,  35.000,  650,   1.760
14:39:10:950, 215558550148616,    0.355,    9.000, 3300,  10.101,   3.453,   0.959,   6.909,   2.239,   0.622, 47,  0,   0.599,   0.195,   0.054,   1.992,   0.786,   0.218,  35.000,  800,   2.714
14:39:11:048, 215558765388733,    0.453,    3.000, 2800,   9.279,   4.358,   1.210,   5.706,   2.795,   0.776, 46,  0,   0.530,   0.247,   0.069,   2.275,   1.008,   0.280,  35.000,  700,   2.631
14:39:11:159, 215559012123711,    0.565,    9.000, 2200,  10.556,   5.537,   1.538,   7.378,   3.620,   1.005, 47,  0,   0.607,   0.315,   0.087,   1.936,   1.224,   0.340,  35.000,  500,   2.166
14:39:11:267, 215559249377975,    0.672,    9.000, 2400,  11.085,   6.728,   1.869,   8.097,   4.490,   1.247, 47,  0,   0.617,   0.381,   0.106,   1.800,   1.418,   0.394,  35.000,  700,   2.004
14:39:11:378, 215559494202811,    0.783,    9.000, 2400,  10.564,   7.900,   2.194,   7.428,   5.313,   1.476, 46,  0,   0.625,   0.450,   0.125,   1.889,   1.627,   0.452,  35.000,  850,   1.848
14:39:11:490, 215559741503945,    0.895,    4.000, 2600,   8.914,   8.898,   2.472,   4.968,   5.870,   1.630, 50,  0,   0.440,   0.500,   0.139,   2.775,   1.938,   0.538,  35.000,  800,   1.160
14:39:11:595, 215559974529089,    1.000,   11.000, 2600,  11.974,  10.162,   2.823,   8.720,   6.790,   1.886, 46,  0,   0.633,   0.566,   0.157,   2.035,   2.153,   0.598,  35.000, 1000,   0.860
14:39:11:704, 215560214685832,    1.109,    0.000, 1600,   6.839,  10.906,   3.029,   2.320,   7.042,   1.956, 46,  0,   0.308,   0.600,   0.167,   3.367,   2.519,   0.700,  35.000, 1050,   0.000
