System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:10:27:642, 211753476544463,    0.122,   16.000, 2000,  10.644,   1.297,   0.360,   7.905,   0.963,   0.267, 49,  0,   0.527,   0.064,   0.018,   1.524,   0.186,   0.052,  35.000,  500,   0.314
14:10:27:751, 211753717054383,    0.231,   19.000, 2200,   9.968,   2.382,   0.662,   7.431,   1.772,   0.492, 49,  0,   0.537,   0.123,   0.034,   1.312,   0.329,   0.091,  35.000,  600,   0.578
14:10:27:860, 211753957438424,    0.340,    3.000, 2900,   7.654,   3.216,   0.893,   3.747,   2.180,   0.606, 47,  0,   0.360,   0.162,   0.045,   2.731,   0.626,   0.174,  35.000, 1000,   0.141
14:10:27:971, 211754202403914,    0.451,    4.000, 2900,   9.864,   4.310,   1.197,   5.991,   2.845,   0.790, 48,  0,   0.534,   0.221,   0.061,   2.659,   0.921,   0.256,  35.000,  950,   2.178
14:10:28:082, 211754447120122,    0.561,    6.000, 2600,   9.733,   5.389,   1.497,   6.065,   3.517,   0.977, 49,  0,   0.529,   0.280,   0.078,   2.450,   1.193,   0.331,  35.000,  850,   1.457
14:10:28:191, 211754689400975,    0.671,    2.000, 2300,   8.123,   6.280,   1.744,   3.993,   3.955,   1.099, 47,  0,   0.461,   0.330,   0.092,   2.927,   1.514,   0.420,  35.000,  950,   1.502
14:10:28:303, 211754935891446,    0.783,    5.000, 2900,   8.543,   7.234,   2.009,   4.813,   4.493,   1.248, 48,  0,   0.484,   0.384,   0.107,   2.569,   1.801,   0.500,  35.000,  850,   1.751
14:10:28:409, 211755169583502,    0.889,    3.000, 2500,   8.255,   8.107,   2.252,   4.243,   4.942,   1.373, 48,  0,   0.456,   0.432,   0.120,   2.836,   2.101,   0.584,  35.000,  700,   2.238
14:10:28:516, 211755406075688,    0.996,    4.000, 2600,   8.408,   9.008,   2.502,   4.431,   5.416,   1.505, 48,  0,   0.457,   0.481,   0.134,   2.775,   2.398,   0.666,  35.000,  700,   1.594
14:10:28:626, 211755649447627,    1.106,    2.000, 2900,   8.041,   9.894,   2.748,   4.153,   5.874,   1.632, 48,  0,   0.449,   0.531,   0.147,   2.764,   2.703,   0.751,  35.000, 1000,   2.083
14:10:28:738, 211755896448847,    1.218,    3.000, 3200,   8.256,  10.818,   3.005,   4.127,   6.336,   1.760, 48,  0,   0.452,   0.581,   0.162,   2.896,   3.027,   0.841,  35.000,  850,   1.553
14:10:28:847, 211756137019645,    1.327,    2.000, 3100,   7.967,  11.686,   3.246,   3.731,   6.742,   1.873, 48,  0,   0.448,   0.630,   0.175,   3.051,   3.359,   0.933,  35.000,  900,   2.111
14:10:28:957, 211756380950803,    1.437,   13.000, 2700,   8.864,  12.665,   3.518,   4.870,   7.280,   2.022, 48,  0,   0.472,   0.682,   0.190,   2.767,   3.665,   1.018,  35.000,  650,   1.973
14:10:29:065, 211756617711637,    1.544,    6.000, 2700,   8.762,  13.605,   3.779,   5.076,   7.825,   2.173, 50,  0,   0.507,   0.737,   0.205,   2.462,   3.929,   1.091,  35.000,  700,   3.714
14:10:29:174, 211756859140924,    1.654,   15.000, 2300,  11.416,  14.853,   4.126,   8.470,   8.751,   2.431, 50,  0,   0.728,   0.816,   0.227,   1.697,   4.114,   1.143,  35.000,  500,   3.777
14:10:29:286, 211757106853547,    1.766,   10.000, 2200,  11.030,  16.090,   4.470,   7.988,   9.647,   2.680, 50,  0,   0.650,   0.889,   0.247,   1.819,   4.318,   1.200,  35.000,  700,   8.219
14:10:29:394, 211757343660421,    1.873,   14.000, 2700,  11.413,  17.314,   4.810,   8.505,  10.559,   2.933, 49,  0,   0.768,   0.972,   0.270,   1.546,   4.484,   1.246,  35.000,  850,   1.873
14:10:29:505, 211757589666331,    1.985,    2.000, 3200,   7.949,  18.200,   5.056,   3.813,  10.984,   3.051, 48,  0,   0.424,   1.019,   0.283,   2.987,   4.817,   1.338,  35.000,  950,   1.246
14:10:29:611, 211757823197405,    2.090,    4.000, 2500,   8.739,  19.124,   5.312,   4.604,  11.471,   3.186, 47,  0,   0.498,   1.071,   0.298,   2.921,   5.126,   1.424,  35.000,  950,   0.446
14:10:29:722, 211758068591804,    2.202,    1.000, 1800,   6.891,  19.890,   5.525,   2.396,  11.737,   3.260, 48,  0,   0.320,   1.107,   0.308,   3.359,   5.499,   1.528,  35.000, 1050,   0.092
14:10:29:835, 211758317251495,    2.314,    2.000, 2900,   7.665,  20.753,   5.765,   3.326,  12.112,   3.364, 48,  0,   0.373,   1.149,   0.319,   3.159,   5.855,   1.626,  35.000,  950,   0.200
14:10:29:939, 211758548013029,    2.419,    8.000, 2900,   7.625,  21.550,   5.986,   3.035,  12.429,   3.452, 53,  0,   0.357,   1.186,   0.330,   3.475,   6.218,   1.727,  35.000,  950,   0.295
