System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
10:42:02:419,1.91766E+14,0.099,1,1800,2.144,0.212,0.059,1.363,0.135,0.037,47,0,0.383,0.038,0.011,0.038,0.004,0.001,35,0,0.212,,0.135
10:42:02:529,1.91766E+14,0.208,2,2000,2.959,0.536,0.149,2.216,0.377,0.105,46,0,0.415,0.083,0.023,0.067,0.011,0.003,35,0,0.313,,0.242
10:42:02:638,1.91767E+14,0.317,1,2800,1.761,0.728,0.202,0.958,0.482,0.134,49,0,0.385,0.125,0.035,0.027,0.014,0.004,35,0,0.089,,0.105
10:42:02:747,1.91767E+14,0.427,2,4000,4.774,1.252,0.348,3.87,0.906,0.252,47,0,0.44,0.174,0.048,0.086,0.023,0.007,35,0,0.298,,0.424
10:42:02:856,1.91767E+14,0.536,5,2300,9.52,2.288,0.636,8.465,1.828,0.508,53,0,0.429,0.22,0.061,0.017,0.025,0.007,35,0,0.093,,0.922
10:42:02:966,1.91767E+14,0.646,8,2800,13.59,3.779,1.05,12.321,3.179,0.883,53,0,0.513,0.277,0.077,0.044,0.03,0.008,35,0,0.205,,1.351
10:42:03:075,1.91768E+14,0.755,17,2200,14.505,5.359,1.489,13.321,4.631,1.286,57,0,0.458,0.326,0.091,0.007,0.031,0.009,35,0,0,,1.452
10:42:03:185,1.91768E+14,0.864,2,2600,4.197,5.82,1.617,3.278,4.99,1.386,47,0,0.442,0.375,0.104,0.092,0.041,0.011,35,0,0.84,,0.359
10:42:03:294,1.91768E+14,0.974,8,2100,7.355,6.623,1.84,6.338,5.683,1.579,49,0,0.551,0.435,0.121,0.1,0.052,0.014,35,0,1.183,,0.693
10:42:03:403,1.91768E+14,1.083,7,2100,9.979,7.712,2.142,8.873,6.651,1.847,58,0,0.541,0.494,0.137,0.064,0.059,0.016,35,0,0.406,,0.968
10:42:03:513,1.91768E+14,1.193,7,2400,13.221,9.165,2.546,11.964,7.966,2.213,50,0,0.537,0.553,0.154,0.066,0.066,0.018,35,0,0.813,,1.315
10:42:03:622,1.91769E+14,1.302,4,2100,5.963,9.814,2.726,5.049,8.516,2.365,47,0,0.554,0.614,0.17,0.104,0.078,0.022,35,0,1.009,,0.55
