System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
10:52:12:414,1.93113E+14,0.1,0,1600,1.998,0.201,0.056,1.252,0.126,0.035,49,0,0.356,0.036,0.01,0.03,0.003,0.001,35,0,0.265,,0.126
10:52:12:524,1.93113E+14,0.21,2,2100,2.852,0.513,0.143,2.184,0.365,0.101,48,0,0.39,0.078,0.022,0.058,0.009,0.003,35,0,0.137,,0.239
10:52:12:633,1.93113E+14,0.319,2,2100,2.577,0.795,0.221,1.612,0.541,0.15,47,0,0.394,0.122,0.034,0.047,0.015,0.004,35,0,0.485,,0.176
10:52:12:742,1.93114E+14,0.429,4,4000,5.726,1.422,0.395,4.892,1.078,0.299,50,0,0.53,0.18,0.05,0.063,0.021,0.006,35,0,0.282,,0.537
10:52:12:852,1.93114E+14,0.538,0,1800,2.285,1.672,0.464,1.53,1.244,0.346,48,0,0.383,0.221,0.061,0.015,0.023,0.006,35,0,0.129,,0.166
10:52:12:961,1.93114E+14,0.648,7,4100,10.189,2.79,0.775,9.215,2.256,0.627,53,0,0.532,0.28,0.078,0.045,0.028,0.008,35,0,0.241,,1.012
10:52:13:070,1.93114E+14,0.756,3,2500,7.154,3.568,0.991,6.228,2.934,0.815,61,0,0.469,0.331,0.092,0.081,0.037,0.01,35,0,0.447,,0.678
10:52:13:180,1.93115E+14,0.866,6,2300,10.025,4.667,1.296,8.892,3.908,1.086,49,0,0.616,0.398,0.111,0.094,0.047,0.013,35,0,0.477,,0.974
10:52:13:289,1.93115E+14,0.975,1,2000,2.275,4.915,1.365,1.587,4.081,1.134,49,0,0.397,0.442,0.123,0.093,0.057,0.016,35,0,0.388,,0.173
10:52:13:398,1.93115E+14,1.084,7,3100,10.308,6.043,1.679,9.3,5.099,1.416,62,0,0.587,0.506,0.14,0.069,0.065,0.018,35,0,0.428,,1.018
10:52:13:508,1.93115E+14,1.194,5,4000,10.021,7.144,1.984,8.88,6.074,1.687,50,0,0.508,0.562,0.156,0.089,0.075,0.021,35,0,0.329,,0.975
10:52:13:617,1.93116E+14,1.304,8,2600,7.767,7.993,2.22,6.644,6.801,1.889,51,0,0.519,0.618,0.172,0.112,0.087,0.024,35,0,1.561,,0.727
10:52:13:727,1.93116E+14,1.413,10,2300,14.75,9.603,2.668,13.484,8.273,2.298,54,0,0.586,0.682,0.19,0.078,0.095,0.026,35,0,0.78,,1.472
10:52:13:836,1.93116E+14,1.522,14,2600,15.214,11.271,3.131,13.983,9.805,2.724,55,0,0.73,0.762,0.212,0.055,0.101,0.028,35,0,0.582,,1.532
10:52:13:945,1.93116E+14,1.632,4,2000,8.682,12.22,3.395,7.607,10.637,2.955,50,0,0.434,0.81,0.225,0.068,0.109,0.03,35,0,0.525,,0.832
10:52:14:055,1.93117E+14,1.741,3,2100,3.488,12.601,3.5,2.566,10.918,3.033,49,0,0.427,0.856,0.238,0.104,0.12,0.033,35,0,0.396,,0.281
10:52:14:164,1.93117E+14,1.85,1,2000,2.702,12.897,3.582,1.658,11.099,3.083,48,0,0.399,0.9,0.25,0.188,0.141,0.039,35,0,0.335,,0.181
