System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
11:02:12:323,1.94438E+14,0.099,4,2400,4.408,0.437,0.121,3.486,0.345,0.096,46,0,0.374,0.037,0.01,0.035,0.003,0.001,35,0,0.148,,0.345
11:02:12:432,1.94438E+14,0.208,11,2100,13.671,1.931,0.536,12.447,1.706,0.474,46,0,0.629,0.106,0.029,0.054,0.009,0.003,35,0,0.78,,1.361
11:02:12:541,1.94438E+14,0.318,6,2100,13.491,3.406,0.946,12.334,3.054,0.848,46,0,0.399,0.149,0.042,0.032,0.013,0.004,35,0,0.281,,1.348
11:02:12:651,1.94438E+14,0.427,6,2100,8.062,4.289,1.191,6.963,3.817,1.06,43,0,0.514,0.206,0.057,0.052,0.019,0.005,35,0,0.232,,0.763
11:02:12:760,1.94439E+14,0.537,1,2400,1.782,4.484,1.246,1.034,3.93,1.092,44,0,0.384,0.248,0.069,0.028,0.022,0.006,35,0,0.119,,0.113
11:02:12:870,1.94439E+14,0.646,2,2200,6.137,5.155,1.432,5.193,4.498,1.249,42,0,0.452,0.297,0.083,0.055,0.028,0.008,35,0,0.979,,0.568
11:02:12:979,1.94439E+14,0.755,1,1200,0.983,5.263,1.462,0.462,4.549,1.263,42,0,0.355,0.336,0.093,0.02,0.03,0.008,35,0,0.213,,0.051
11:02:13:088,1.94439E+14,0.865,2,2000,3.408,5.635,1.565,2.623,4.835,1.343,42,0,0.421,0.382,0.106,0.052,0.036,0.01,35,0,0.23,,0.286
11:02:13:198,1.94439E+14,0.974,1,900,0.635,5.705,1.585,0.287,4.867,1.352,41,0,0.328,0.418,0.116,0.009,0.037,0.01,35,0,0,,0.032
11:02:13:307,1.9444E+14,1.083,4,2900,4.109,6.153,1.709,3.284,5.225,1.451,42,0,0.424,0.464,0.129,0.055,0.043,0.012,35,0,0.185,,0.358
