System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%),,
10:47:07:643,1.9244E+14,0.102,0,1600,1.739,0.178,0.049,0.982,0.1,0.028,41,0,0.35,0.036,0.01,0.036,0.004,0.001,35,0,0.177,,0.1
10:47:07:752,1.9244E+14,0.211,6,2200,9.695,1.236,0.343,8.753,1.056,0.293,48,0,0.456,0.085,0.024,0.058,0.01,0.003,35,0,0.238,,0.956
10:47:07:861,1.9244E+14,0.321,7,2900,14.164,2.787,0.774,12.913,2.47,0.686,49,0,0.432,0.133,0.037,0.028,0.013,0.004,35,0,0.158,,1.414
10:47:07:971,1.92441E+14,0.43,13,2300,14.358,4.356,1.21,13.159,3.907,1.085,49,0,0.602,0.199,0.055,0.038,0.017,0.005,35,0,0.387,,1.437
10:47:08:080,1.92441E+14,0.54,1,2500,4.096,4.805,1.335,3.302,4.27,1.186,44,0,0.385,0.241,0.067,0.033,0.021,0.006,35,0,0.119,,0.363
10:47:08:190,1.92441E+14,0.649,5,2100,5.712,5.428,1.508,4.589,4.771,1.325,43,0,0.573,0.303,0.084,0.054,0.027,0.007,35,0,0.207,,0.501
10:47:08:299,1.92441E+14,0.758,1,1800,1.257,5.566,1.546,0.689,4.846,1.346,43,0,0.364,0.343,0.095,0.007,0.028,0.008,35,0,0,,0.075
10:47:08:408,1.92442E+14,0.867,10,2400,11.917,6.868,1.908,10.83,6.03,1.675,49,0,0.535,0.401,0.112,0.052,0.033,0.009,35,0,0.337,,1.184
10:47:08:518,1.92442E+14,0.977,3,2100,5.983,7.523,2.09,4.976,6.574,1.826,43,0,0.472,0.453,0.126,0.074,0.041,0.011,35,0,0.517,,0.544
10:47:08:627,1.92442E+14,1.086,4,2300,7.378,8.329,2.314,6.518,7.286,2.024,58,0,0.489,0.507,0.141,0.082,0.05,0.014,35,0,0.581,,0.712
10:47:08:736,1.92442E+14,1.195,7,2200,12.478,9.693,2.693,11.183,8.509,2.364,49,0,0.525,0.564,0.157,0.066,0.057,0.016,35,0,0.37,,1.223
10:47:08:846,1.92443E+14,1.305,14,2200,15.25,11.362,3.156,14.057,10.047,2.791,52,0,0.712,0.642,0.178,0.031,0.061,0.017,35,0,0.323,,1.538
10:47:08:955,1.92443E+14,1.414,15,2100,16.783,13.199,3.666,15.372,11.73,3.258,52,0,0.758,0.725,0.201,0.05,0.066,0.018,35,0,0.205,,1.683
10:47:09:065,1.92443E+14,1.524,5,2100,5.662,13.819,3.839,4.786,12.254,3.404,44,0,0.513,0.781,0.217,0.065,0.074,0.02,35,0,1.118,,0.524
10:47:09:174,1.92443E+14,1.633,2,2300,4.427,14.302,3.973,3.542,12.641,3.511,52,0,0.45,0.83,0.231,0.177,0.093,0.026,35,0,0.545,,0.387
10:47:09:283,1.92444E+14,1.754,6,2200,7.143,15.166,4.213,6.096,13.377,3.716,44,0,0.522,0.893,0.248,0.087,0.103,0.029,35,0,0.461,,0.736
10:47:09:408,1.92444E+14,1.878,20,2700,12.862,16.766,4.657,11.674,14.83,4.119,46,0,0.737,0.985,0.274,0.114,0.118,0.033,35,0,1.984,,1.453
10:47:09:502,1.92444E+14,1.961,6,3100,9.074,17.52,4.867,7.75,15.474,4.298,45,0,0.687,1.042,0.289,0.12,0.128,0.035,35,0,1.442,,0.644
10:47:09:611,1.92444E+14,2.071,1,2100,2.992,17.847,4.957,2.132,15.707,4.363,43,0,0.401,1.086,0.302,0.086,0.137,0.038,35,0,0.48,,0.233
10:47:09:721,1.92445E+14,2.18,4,2700,5.847,18.487,5.135,4.718,16.223,4.506,43,0,0.504,1.141,0.317,0.102,0.148,0.041,35,0,0.415,,0.516
10:47:09:830,1.92445E+14,2.289,1,1400,1.776,18.681,5.189,1.099,16.343,4.54,42,0,0.341,1.178,0.327,0.015,0.15,0.042,35,0,0,,0.12
10:47:09:939,1.92445E+14,2.399,4,3500,3.673,19.084,5.301,2.755,16.646,4.624,43,0,0.435,1.226,0.341,0.073,0.158,0.044,35,0,0.102,,0.303
10:47:10:049,1.92445E+14,2.508,1,3600,1.632,19.262,5.351,0.977,16.752,4.653,43,0,0.352,1.265,0.351,0.01,0.159,0.044,35,0,0,,0.106
10:47:10:158,1.92446E+14,2.617,1,2100,3.946,19.692,5.47,3.056,17.086,4.746,43,0,0.397,1.308,0.363,0.048,0.164,0.046,35,0,0.127,,0.334
10:47:10:267,1.92446E+14,2.726,2,2700,1.678,19.876,5.521,0.986,17.193,4.776,43,0,0.37,1.348,0.375,0.027,0.167,0.046,35,0,0.064,,0.107
10:47:10:377,1.92446E+14,2.836,1,2100,3.626,20.273,5.631,2.813,17.501,4.861,43,0,0.387,1.391,0.386,0.045,0.172,0.048,35,0,0.321,,0.308
10:47:10:486,1.92446E+14,2.945,9,2300,12.766,21.668,6.019,11.612,18.771,5.214,48,0,0.486,1.444,0.401,0.04,0.176,0.049,35,0,0.529,,1.27
10:47:10:595,1.92447E+14,3.054,8,2300,13.497,23.142,6.428,12.31,20.115,5.587,48,0,0.478,1.496,0.416,0.045,0.181,0.05,35,0,0.601,,1.344
10:47:10:705,1.92447E+14,3.164,8,2500,13.533,24.627,6.841,12.292,21.464,5.962,52,0,0.491,1.55,0.431,0.023,0.184,0.051,35,0,0.016,,1.349
10:47:10:814,1.92447E+14,3.273,1,1800,2.329,24.882,6.912,1.567,21.635,6.01,44,0,0.366,1.59,0.442,0.037,0.188,0.052,35,0,0.666,,0.171
10:47:10:924,1.92447E+14,3.383,4,2300,3.358,25.25,7.014,2.627,21.923,6.09,43,0,0.441,1.638,0.455,0.008,0.189,0.052,35,0,0,,0.288
10:47:11:033,1.92447E+14,3.492,1,1900,4.383,25.728,7.147,3.527,22.308,6.197,43,0,0.45,1.687,0.469,0.046,0.194,0.054,35,0,0.123,,0.385
10:47:11:142,1.92448E+14,3.602,2,2900,2.776,26.032,7.231,2.016,22.529,6.258,44,0,0.39,1.73,0.481,0.027,0.197,0.055,35,0,0.299,,0.221
10:47:11:251,1.92448E+14,3.711,0,1600,1.819,26.231,7.286,1.226,22.663,6.295,42,0,0.356,1.769,0.491,0.049,0.202,0.056,35,0,0.169,,0.134
10:47:11:361,1.92448E+14,3.82,1,2600,1.238,26.366,7.324,0.839,22.754,6.321,42,0,0.328,1.805,0.501,0.008,0.203,0.056,35,0,0,,0.091
10:47:11:470,1.92448E+14,3.929,8,2100,12.699,27.751,7.709,11.605,24.02,6.672,48,0,0.464,1.855,0.515,0.064,0.21,0.058,35,0,0.521,,1.266
10:47:11:579,1.92449E+14,4.039,7,2900,13.692,29.249,8.125,12.491,25.387,7.052,49,0,0.411,1.9,0.528,0.011,0.211,0.059,35,0,0.043,,1.367
